AGS,KRS,Name,Partei,Farbe,Wahl_1990,Wahl_1994,Wahl_1998,Wahl_2002,Wahl_2005,Wahl_2009,Wahl_2013,Haushaltseinkommen,Arbeitslosenquote,Christen,Ausländeranteil,Wohnungseinbrüche,Durchschnittsalter,Gemeindetyp
1053006,1053,Basedow,AfD,blue,0.17,0.17,0.13,0.14,0.12,0.12,0.13,1890,6,52.4,5.2,318,44.5,Landgemeinde
1053011,1053,Bliestorf,Grüne,green,0.07,0.13,0.14,0.12,0.16,0.18,0.18,1890,6,61,5.2,318,44.5,Landgemeinde
1053018,1053,Buchholz,Grüne,green,0.1,0.17,0.2,0.25,0.23,0.3,0.16,1890,6,66,5.2,318,44.5,Landgemeinde
1053044,1053,Groß Schenkenberg,Grüne,green,0.09,0.15,0.13,0.16,0.13,0.15,0.15,1890,6,59,5.2,318,44.5,Landgemeinde
1053070,1053,Köthel,Grüne,green,0.09,0.22,0.13,0.19,0.15,0.2,0.18,1890,6,43,5.2,318,44.5,Landgemeinde
1053127,1053,Walksfelde,AfD,blue,0.2,0.16,0.14,0.15,0.14,0.15,0.16,1890,6,50,5.2,318,44.5,Landgemeinde
1054035,1054,Garding,FDP,yellow,0.2,0.2,0.22,0.18,0.15,0.26,0.13,1903,6.4,69,4.3,192,45,Landgemeinde
1054104,1054,Poppenbüll,FDP,yellow,0.2,0.2,0.21,0.21,0.14,0.29,0.2,1903,6.4,73,4.3,192,45,Landgemeinde
1054149,1054,Wenningstedt-Braderup,FDP,yellow,0.17,0.12,0.16,0.12,0.15,0.22,0.09,1903,6.4,59.5,4.3,192,45,Landgemeinde
1056013,1056,Ellerbek,FDP,yellow,0.19,0.14,0.14,0.12,0.16,0.2,0.1,1971,5.4,48.1,7.6,318,44.3,Landgemeinde
1057031,1057,Honigsee,Grüne,green,0.08,0.13,0.15,0.19,0.13,0.21,0.12,1799,5.7,50,2.7,242,46.3,Landgemeinde
1057034,1057,Kirchnüchel,AfD,blue,0.08,0.08,0.08,0.09,0.1,0.1,0.12,1799,5.7,3,2.7,242,46.3,Kleinstadt
1058107,1058,Molfsee,FDP,yellow,0.19,0.12,0.16,0.1,0.15,0.22,0.08,1839,5.5,56.3,3,251,44.8,Landgemeinde
1058111,1058,Neu Duvenstedt,AfD,blue,0.08,0.09,0.08,0.08,0.08,0.1,0.12,1839,5.5,68.2,3,251,44.8,Landgemeinde
1058123,1058,Osterby,Grüne,green,0.08,0.13,0.1,0.13,0.13,0.15,0.12,1839,5.5,64.2,3,251,44.8,Landgemeinde
1058138,1058,Rodenbek,Grüne,green,0.09,0.11,0.13,0.15,0.14,0.17,0.14,1839,5.5,61,3,251,44.8,Landgemeinde
1058141,1058,Schierensee,Grüne,green,0.08,0.13,0.11,0.18,0.16,0.18,0.16,1839,5.5,49,3,251,44.8,Landgemeinde
1058145,1058,Schönhorst,Grüne,green,0.09,0.11,0.12,0.15,0.12,0.18,0.14,1839,5.5,59,3,251,44.8,Kleinstadt
1058157,1058,Strande,FDP,yellow,0.19,0.13,0.15,0.16,0.21,0.29,0.19,1839,5.5,57,3,251,44.8,Landgemeinde
1058171,1058,Westensee,Grüne,green,0.07,0.11,0.13,0.18,0.15,0.19,0.14,1839,5.5,59,3,251,44.8,Landgemeinde
1059033,1059,Goltoft,Grüne,green,0.09,0.12,0.14,0.16,0.14,0.2,0.12,1734,7.3,74,3.3,167,44.8,Landgemeinde
1060018,1060,Dreggers,AfD,blue,0.26,0.24,0.21,0.18,0.19,0.22,0.24,1836,5,,5.3,314,44.1,Landgemeinde
1060031,1060,Hagen,FDP,yellow,0.17,0.15,0.18,0.15,0.18,0.21,0.11,1836,5,60,5.3,314,44.1,Landgemeinde
1061005,1061,Auufer,AfD,blue,0.13,0.12,0.13,0.13,0.13,0.13,0.12,1738,6.3,77.7,4,213,44.8,Landgemeinde
1061061,1061,Lägerdorf,SPD,red,0.54,0.58,0.62,0.56,0.49,0.37,0.42,1738,6.3,64.6,4,213,44.8,Landgemeinde
1061063,1061,Landscheide,FDP,yellow,0.2,0.15,0.11,0.15,0.16,0.23,0.09,1738,6.3,69,4,213,44.8,Landgemeinde
1062026,1062,Hamfelde,Grüne,green,0.1,0.18,0.17,0.12,0.16,0.17,0.15,2050,4,48,5,541,44.7,Kleinstadt
3152008,3152,Ebergötzen,SPD,red,0.56,0.57,0.65,0.59,0.5,0.41,0.43,1614,6.3,76,6.9,205,43.1,Landgemeinde
3152012,3152,Göttingen,Grüne,green,0.1,0.17,0.15,0.17,0.17,0.21,0.17,1614,6.3,59,6.9,205,43.1,Großstadt
3158018,3158,Heere,SPD,red,0.62,0.65,0.7,0.67,0.59,0.5,0.5,1690,6,76,4.1,141,45.3,Landgemeinde
3251011,3251,Dickel,FDP,yellow,0.19,0.12,0.12,0.15,0.14,0.22,0.08,1794,4.6,80,5.1,255,44.5,Landgemeinde
3251015,3251,Ehrenburg,FDP,yellow,0.3,0.25,0.16,0.18,0.19,0.27,0.15,1794,4.6,83.2,5.1,255,44.5,Landgemeinde
3251017,3251,Eydelstedt,FDP,yellow,0.2,0.2,0.15,0.15,0.16,0.23,0.1,1794,4.6,82.7,5.1,255,44.5,Kleinstadt
3251020,3251,Hüde,FDP,yellow,0.2,0.18,0.14,0.13,0.14,0.22,0.1,1794,4.6,76.7,5.1,255,44.5,Landgemeinde
3251022,3251,Lembruch,FDP,yellow,0.17,0.19,0.17,0.19,0.2,0.24,0.12,1794,4.6,74,5.1,255,44.5,Landgemeinde
3251031,3251,Scholen,FDP,yellow,0.24,0.18,0.13,0.12,0.16,0.21,0.09,1794,4.6,78,5.1,255,44.5,Landgemeinde
3251044,3251,Wagenfeld,FDP,yellow,0.15,0.14,0.11,0.13,0.16,0.25,0.09,1794,4.6,84.5,5.1,255,44.5,Kleinstadt
3254006,3254,Banteln,SPD,red,0.55,0.58,0.66,0.6,0.58,0.42,0.45,1663,7.4,77,5.6,175,45,Kleinstadt
3254019,3254,Harbarnsen,SPD,red,0.56,0.56,0.64,0.63,0.53,0.44,0.42,1663,7.4,82,5.6,175,45,Landgemeinde
3254030,3254,Sehlem,SPD,red,0.54,0.58,0.63,0.6,0.56,0.44,0.47,1663,7.4,78.9,5.6,175,45,Landgemeinde
3254036,3254,Coppengrave,SPD,red,0.62,0.62,0.7,0.65,0.57,0.41,0.46,1663,7.4,78.1,5.6,175,45,Landgemeinde
3255008,3255,Delligsen,SPD,red,0.56,0.6,0.67,0.63,0.58,0.43,0.48,1692,7.7,72,4.6,111,46.5,Kleinstadt
3255014,3255,Fürstenberg,SPD,red,0.55,0.56,0.64,0.6,0.54,0.44,0.44,1692,7.7,77,4.6,111,46.5,Landgemeinde
3255022,3255,Holzen,SPD,red,0.56,0.56,0.62,0.59,0.53,0.41,0.41,1692,7.7,83.7,4.6,111,46.5,Kleinstadt
3255025,3255,Kirchbrak,SPD,red,0.58,0.58,0.61,0.6,0.52,0.42,0.43,1692,7.7,81.1,4.6,111,46.5,Kleinstadt
3257020,3257,Lindhorst,SPD,red,0.53,0.56,0.66,0.63,0.58,0.44,0.46,1715,7.1,70,5.7,206,45.9,Landgemeinde
3257034,3257,Seggebruch,SPD,red,0.54,0.57,0.66,0.58,0.52,0.42,0.44,1715,7.1,76.9,5.7,206,45.9,Landgemeinde
3353003,3353,Bendestorf,FDP,yellow,0.21,0.17,0.16,0.15,0.19,0.25,0.09,1995,4.7,46.5,5.4,394,44.3,Kleinstadt
3353015,3353,Handeloh,Grüne,green,0.07,0.15,0.1,0.17,0.12,0.16,0.13,1995,4.7,46,5.4,394,44.3,Kleinstadt
3353021,3353,Kakenstorf,Grüne,green,0.07,0.12,0.13,0.16,0.14,0.18,0.12,1995,4.7,46,5.4,394,44.3,Kleinstadt
3353037,3353,Vierhöfen,AfD,blue,0.14,0.13,0.13,0.13,0.12,0.12,0.13,1995,4.7,52.4,5.4,394,44.3,Landgemeinde
3354002,3354,Clenze,Grüne,green,0.07,0.11,0.16,0.14,0.15,0.23,0.17,1585,9.9,67.7,4.4,152,47.2,Kleinstadt
3354003,3354,Damnatz,Grüne,green,0.08,0.13,0.18,0.15,0.13,0.2,0.16,1585,9.9,65,4.4,152,47.2,Kleinstadt
3354006,3354,Göhrde,Grüne,green,0.09,0.11,0.16,0.14,0.13,0.23,0.16,1585,9.9,66.3,4.4,152,47.2,Kleinstadt
3354010,3354,Höhbeck,Grüne,green,0.11,0.12,0.17,0.14,0.17,0.25,0.21,1585,9.9,64.1,4.4,152,47.2,Landgemeinde
3354011,3354,Jameln,Grüne,green,0.11,0.14,0.25,0.18,0.21,0.3,0.27,1585,9.9,67.9,4.4,152,47.2,Kleinstadt
3354013,3354,Küsten,Grüne,green,0.12,0.16,0.2,0.14,0.17,0.27,0.17,1585,9.9,66,4.4,152,47.2,Kleinstadt
3354014,3354,Langendorf,Grüne,green,0.08,0.13,0.18,0.13,0.17,0.24,0.17,1585,9.9,65,4.4,152,47.2,Kleinstadt
3354016,3354,Luckau,Grüne,green,0.13,0.17,0.26,0.19,0.21,0.28,0.23,1585,9.9,63,4.4,152,47.2,Kleinstadt
3354023,3354,Trebel,Grüne,green,0.09,0.16,0.19,0.14,0.16,0.27,0.19,1585,9.9,74,4.4,152,47.2,Kleinstadt
3354024,3354,Waddeweitz,Grüne,green,0.1,0.15,0.22,0.2,0.21,0.28,0.21,1585,9.9,67,4.4,152,47.2,Kleinstadt
3354027,3354,Zernien,Grüne,green,0.09,0.11,0.14,0.12,0.11,0.22,0.12,1585,9.9,67.1,4.4,152,47.2,Kleinstadt
3355012,3355,Dahlem,Grüne,green,0.11,0.17,0.15,0.22,0.18,0.21,0.18,1613,6.3,45,4.5,225,42.7,Landgemeinde
3355023,3355,Mechtersen,Grüne,green,0.08,0.12,0.12,0.15,0.17,0.2,0.16,1613,6.3,61,4.5,225,42.7,Kleinstadt
3356003,3356,Hambergen,SPD,red,0.56,0.59,0.64,0.62,0.55,0.42,0.46,1768,4.6,69.8,4.2,329,45,Kleinstadt
3356011,3356,Worpswede,Grüne,green,0.08,0.13,0.11,0.12,0.13,0.15,0.12,1768,4.6,63.3,4.2,329,45,Kleinstadt
3361008,3361,Ottersberg,Grüne,green,0.1,0.15,0.15,0.16,0.15,0.18,0.15,1882,5.4,59.2,5.2,288,43.9,Kleinstadt
3402000,3402,Emden,SPD,red,0.61,0.62,0.66,0.65,0.62,0.42,0.5,1501,8.9,69.7,6.4,206,43,Mittelstadt
3403000,3403,Oldenburg,Grüne,green,0.08,0.12,0.12,0.14,0.14,0.18,0.14,1573,8.4,60.2,6.7,191,42.3,Großstadt
3452003,3452,Berumbur,SPD,red,0.63,0.65,0.68,0.67,0.6,0.41,0.46,1540,7.8,81.4,3.8,113,44.1,Kleinstadt
3452007,3452,Großheide,SPD,red,0.58,0.61,0.67,0.66,0.59,0.41,0.45,1540,7.8,83.3,3.8,113,44.1,Kleinstadt
3452008,3452,Hage,SPD,red,0.54,0.56,0.62,0.62,0.54,0.38,0.45,1540,7.8,76.6,3.8,113,44.1,Kleinstadt
3452010,3452,Halbemond,SPD,red,0.59,0.63,0.71,0.67,0.58,0.45,0.45,1540,7.8,84.1,3.8,113,44.1,Kleinstadt
3452011,3452,Hinte,SPD,red,0.63,0.63,0.69,0.68,0.64,0.49,0.53,1540,7.8,78.5,3.8,113,44.1,Kleinstadt
3452012,3452,Ihlow,SPD,red,0.62,0.62,0.68,0.66,0.61,0.44,0.49,1540,7.8,83.1,3.8,113,44.1,Kleinstadt
3452014,3452,Krummhörn,SPD,red,0.63,0.65,0.7,0.69,0.65,0.47,0.53,1540,7.8,80.8,3.8,113,44.1,Kleinstadt
3452015,3452,Leezdorf,SPD,red,0.64,0.63,0.67,0.68,0.61,0.42,0.48,1540,7.8,79.4,3.8,113,44.1,Landgemeinde
3452021,3452,Osteel,SPD,red,0.65,0.67,0.7,0.7,0.64,0.45,0.52,1540,7.8,83.8,3.8,113,44.1,Landgemeinde
3452022,3452,Rechtsupweg,SPD,red,0.64,0.64,0.73,0.73,0.65,0.49,0.54,1540,7.8,83.6,3.8,113,44.1,Landgemeinde
3452023,3452,Südbrookmerland,SPD,red,0.67,0.68,0.72,0.73,0.65,0.47,0.53,1540,7.8,84,3.8,113,44.1,Kleinstadt
3452024,3452,Upgant-Schott,SPD,red,0.67,0.68,0.73,0.72,0.65,0.48,0.52,1540,7.8,83.3,3.8,113,44.1,Landgemeinde
3452026,3452,Wirdum,SPD,red,0.66,0.68,0.69,0.67,0.63,0.48,0.56,1540,7.8,81,3.8,113,44.1,Landgemeinde
3452027,3452,Dornum,SPD,red,0.59,0.6,0.65,0.63,0.55,0.45,0.47,1540,7.8,80.7,3.8,113,44.1,Landgemeinde
3454016,3454,Groß Berßen,CDU/CSU,black,0.86,0.82,0.72,0.78,0.78,0.72,0.79,1594,3.5,90.5,7.6,172,41.9,Kleinstadt
3454017,3454,Handrup,CDU/CSU,black,0.84,0.75,0.74,0.73,0.71,0.64,0.74,1594,3.5,94,7.6,172,41.9,Landgemeinde
3454023,3454,Hüven,CDU/CSU,black,0.8,0.76,0.7,0.73,0.72,0.72,0.8,1594,3.5,89.5,7.6,172,41.9,Kleinstadt
3454024,3454,Klein Berßen,CDU/CSU,black,0.84,0.79,0.74,0.74,0.69,0.67,0.76,1594,3.5,93.7,7.6,172,41.9,Kleinstadt
3454043,3454,Renkenberge,CDU/CSU,black,0.81,0.74,0.69,0.79,0.72,0.56,0.68,1594,3.5,92,7.6,172,41.9,Kleinstadt
3454052,3454,Sustrum,CDU/CSU,black,0.82,0.74,0.68,0.73,0.72,0.71,0.78,1594,3.5,83,7.6,172,41.9,Kleinstadt
3454060,3454,Wippingen,CDU/CSU,black,0.82,0.76,0.71,0.73,0.7,0.55,0.7,1594,3.5,90,7.6,172,41.9,Kleinstadt
3456003,3456,Engden,CDU/CSU,black,0.83,0.74,0.65,0.77,0.73,0.72,0.77,1524,4.4,87.8,12.3,133,42.7,Kleinstadt
3457012,3457,Jemgum,SPD,red,0.58,0.58,0.62,0.62,0.55,0.44,0.47,1456,6.5,83.1,5.7,115,43.2,Landgemeinde
3457014,3457,Moormerland,SPD,red,0.55,0.56,0.63,0.62,0.57,0.39,0.43,1456,6.5,76.8,5.7,115,43.2,Mittelstadt
3457015,3457,Neukamperfehn,SPD,red,0.58,0.56,0.64,0.61,0.56,0.4,0.44,1456,6.5,80.5,5.7,115,43.2,Landgemeinde
3457021,3457,Weener,SPD,red,0.57,0.59,0.64,0.63,0.57,0.43,0.47,1456,6.5,77.8,5.7,115,43.2,Kleinstadt
3457024,3457,Bunde,SPD,red,0.62,0.64,0.67,0.66,0.61,0.48,0.51,1456,6.5,75.2,5.7,115,43.2,Kleinstadt
3461006,3461,Lemwerder,SPD,red,0.54,0.58,0.65,0.62,0.55,0.39,0.45,1679,7.4,60.4,5.4,168,44.9,Kleinstadt
3462009,3462,Nenndorf,SPD,red,0.54,0.59,0.68,0.67,0.58,0.41,0.52,1587,7,81.9,3.2,81,44.8,Landgemeinde
3462014,3462,Spiekeroog,Grüne,green,0.08,0.14,0.12,0.15,0.13,0.21,0.17,1587,7,66,3.2,81,44.8,Landgemeinde
3462018,3462,Westerholt,SPD,red,0.56,0.56,0.64,0.65,0.57,0.41,0.46,1587,7,79.7,3.2,81,44.8,Landgemeinde
4011000,4011,Bremen,Grüne,green,0.09,0.12,0.12,0.16,0.15,0.16,0.12,1710,10.1,50,13.6,503,43.5,Großstadt
5112000,5112,Duisburg,SPD,red,0.56,0.59,0.61,0.57,0.53,0.39,0.41,1399,13.1,57,16.3,457,43.6,Großstadt
5119000,5119,Oberhausen,SPD,red,0.55,0.59,0.63,0.58,0.55,0.4,0.42,1496,12,67.4,12,375,44.5,Großstadt
5158024,5158,Mettmann,FDP,yellow,0.16,0.11,0.11,0.11,0.14,0.21,0.07,2041,6.9,65.5,9.8,356,45.4,Mittelstadt
5162016,5162,Kaarst,FDP,yellow,0.17,0.13,0.12,0.13,0.15,0.21,0.08,1970,6.5,68.4,9.8,359,44.2,Mittelstadt
5162022,5162,Meerbusch,FDP,yellow,0.16,0.13,0.13,0.13,0.18,0.24,0.09,1970,6.5,65.3,9.8,359,44.2,Mittelstadt
5170008,5170,Dinslaken,SPD,red,0.53,0.58,0.61,0.58,0.55,0.41,0.41,1744,7.7,66.7,7.1,331,45.1,Mittelstadt
5170020,5170,Kamp-Lintfort,SPD,red,0.56,0.58,0.63,0.58,0.58,0.45,0.47,1744,7.7,65.8,7.1,331,45.1,Mittelstadt
5334002,5334,Aachen,Grüne,green,0.07,0.11,0.12,0.17,0.15,0.16,0.13,1634,8.9,65.1,11.8,379,42.6,Großstadt
5366036,5366,Schleiden,FDP,yellow,0.15,0.12,0.1,0.12,0.16,0.21,0.08,1716,6.1,83.6,5.4,299,44.2,Kleinstadt
5378020,5378,Odenthal,FDP,yellow,0.18,0.15,0.14,0.13,0.18,0.21,0.07,2043,6.4,72.5,7.5,393,45,Kleinstadt
5378024,5378,Overath,FDP,yellow,0.16,0.11,0.11,0.11,0.15,0.21,0.07,2043,6.4,70.2,7.5,393,45,Mittelstadt
5382008,5382,Bad Honnef,FDP,yellow,0.17,0.13,0.14,0.13,0.17,0.25,0.09,1884,6,71.6,7.9,330,43.6,Mittelstadt
5382024,5382,Königswinter,FDP,yellow,0.15,0.12,0.12,0.13,0.15,0.23,0.08,1884,6,71,7.9,330,43.6,Mittelstadt
5382032,5382,Meckenheim,FDP,yellow,0.2,0.13,0.12,0.12,0.15,0.23,0.08,1884,6,70.2,7.9,330,43.6,Mittelstadt
5382040,5382,Neunkirchen-Seelscheid,FDP,yellow,0.17,0.12,0.12,0.13,0.15,0.22,0.07,1884,6,73.2,7.9,330,43.6,Kleinstadt
5382048,5382,Rheinbach,FDP,yellow,0.15,0.1,0.1,0.12,0.15,0.23,0.08,1884,6,74.4,7.9,330,43.6,Mittelstadt
5382072,5382,Wachtberg,FDP,yellow,0.2,0.15,0.14,0.14,0.19,0.26,0.1,1884,6,74.6,7.9,330,43.6,Kleinstadt
5512000,5512,Bottrop,SPD,red,0.54,0.58,0.61,0.56,0.55,0.4,0.42,1599,8.5,71.9,8.4,404,44.9,Großstadt
5513000,5513,Gelsenkirchen,SPD,red,0.57,0.6,0.63,0.57,0.55,0.42,0.44,1345,14.7,63.8,15.3,564,43.6,Großstadt
5515000,5515,Münster,Grüne,green,0.08,0.14,0.14,0.16,0.14,0.18,0.15,1836,6,72.8,8.4,271,40.7,Großstadt
5562004,5562,Castrop-Rauxel,SPD,red,0.55,0.57,0.61,0.58,0.55,0.39,0.42,1616,11,70.6,8.5,364,45,Mittelstadt
5562014,5562,Gladbeck,SPD,red,0.56,0.58,0.63,0.57,0.55,0.42,0.44,1616,11,66.3,8.5,364,45,Mittelstadt
5562028,5562,Oer-Erkenschwick,SPD,red,0.58,0.61,0.63,0.56,0.57,0.38,0.42,1616,11,68.2,8.5,364,45,Mittelstadt
5916000,5916,Herne,SPD,red,0.59,0.62,0.64,0.59,0.56,0.41,0.45,1472,13.4,63.8,13.2,583,44.5,Großstadt
5978004,5978,Bergkamen,SPD,red,0.62,0.65,0.66,0.62,0.59,0.44,0.49,1690,9.3,67.4,7.5,393,44.8,Mittelstadt
5978008,5978,Bönen,SPD,red,0.59,0.61,0.63,0.6,0.57,0.42,0.45,1690,9.3,66.5,7.5,393,44.8,Kleinstadt
5978020,5978,Kamen,SPD,red,0.56,0.58,0.62,0.58,0.55,0.41,0.44,1690,9.3,70.7,7.5,393,44.8,Mittelstadt
5978024,5978,Lünen,SPD,red,0.53,0.56,0.6,0.57,0.53,0.38,0.44,1690,9.3,66.6,7.5,393,44.8,Mittelstadt
6411000,6411,Darmstadt,Grüne,green,0.1,0.14,0.15,0.2,0.18,0.21,0.17,1752,6.7,52.4,16.5,190,40.9,Großstadt
6412000,6412,Frankfurt am Main,Grüne,green,0.08,0.14,0.14,0.19,0.17,0.17,0.14,1694,7.3,44.1,27.2,294,40.6,Großstadt
6431022,6431,Zwingenberg,Grüne,green,0.07,0.12,0.1,0.13,0.13,0.16,0.11,1856,4.3,66.1,10.3,181,44.6,Kleinstadt
6432001,6432,Alsbach-Hähnlein,Grüne,green,0.07,0.12,0.11,0.15,0.13,0.17,0.13,1902,4.8,62,11.5,121,43.5,Kleinstadt
6432014,6432,Mühltal,Grüne,green,0.08,0.11,0.13,0.18,0.16,0.18,0.15,1902,4.8,64.2,11.5,121,43.5,Kleinstadt
6432022,6432,Seeheim-Jugenheim,Grüne,green,0.08,0.12,0.13,0.17,0.15,0.18,0.14,1902,4.8,60.9,11.5,121,43.5,Kleinstadt
6433008,6433,Mörfelden-Walldorf,Grüne,green,0.09,0.13,0.11,0.16,0.15,0.16,0.12,1661,6.1,44.6,18.4,161,42.5,Mittelstadt
6434001,6434,Bad Homburg v,FDP,yellow,0.16,0.13,0.13,0.11,0.2,0.23,0.09,2432,4,55.1,13.4,238,44.3,Mittelstadt
6434002,6434,Friedrichsdorf,FDP,yellow,0.16,0.12,0.12,0.11,0.18,0.22,0.08,2432,4,57.8,13.4,238,44.3,Mittelstadt
6434003,6434,Glashütten,FDP,yellow,0.16,0.13,0.14,0.11,0.21,0.24,0.1,2432,4,64.7,13.4,238,44.3,Kleinstadt
6434005,6434,Königstein im Taunus,FDP,yellow,0.18,0.19,0.18,0.14,0.23,0.29,0.13,2432,4,59.5,13.4,238,44.3,Kleinstadt
6434006,6434,Kronberg im Taunus,FDP,yellow,0.18,0.17,0.16,0.13,0.21,0.23,0.12,2432,4,59.5,13.4,238,44.3,Kleinstadt
6436001,6436,Bad Soden am Taunus,FDP,yellow,0.19,0.17,0.13,0.12,0.21,0.25,0.11,2140,4.2,56.1,13.4,268,43.6,Mittelstadt
6436008,6436,Kelkheim,FDP,yellow,0.17,0.14,0.14,0.12,0.18,0.23,0.09,2140,4.2,60.5,13.4,268,43.6,Mittelstadt
6436010,6436,Liederbach am Taunus,FDP,yellow,0.17,0.13,0.11,0.11,0.16,0.22,0.07,2140,4.2,56.2,13.4,268,43.6,Kleinstadt
6438005,6438,Heusenstamm,FDP,yellow,0.15,0.11,0.12,0.11,0.16,0.22,0.07,1885,5.4,57.9,15.8,231,43.7,Kleinstadt
6439011,6439,Niedernhausen,FDP,yellow,0.16,0.12,0.12,0.11,0.16,0.21,0.08,1972,4.4,58.2,9.3,107,44.8,Kleinstadt
6439014,6439,Schlangenbad,FDP,yellow,0.17,0.14,0.13,0.12,0.18,0.22,0.08,1972,4.4,60.4,9.3,107,44.8,Kleinstadt
6439017,6439,Walluf,FDP,yellow,0.15,0.12,0.11,0.1,0.17,0.21,0.07,1972,4.4,65.9,9.3,107,44.8,Kleinstadt
6531005,6531,Gießen,Grüne,green,0.09,0.13,0.12,0.15,0.15,0.16,0.13,1628,6.8,60.5,9.1,221,42.3,Mittelstadt
6534014,6534,Marburg,Grüne,green,0.13,0.19,0.17,0.19,0.18,0.2,0.16,1643,4.2,65.2,8.1,78,42.5,Mittelstadt
6611000,6611,Kassel,Grüne,green,0.08,0.12,0.12,0.14,0.14,0.17,0.15,1549,9.8,57.1,13.5,413,42.5,Großstadt
6632005,6632,Cornberg,SPD,red,0.58,0.61,0.61,0.57,0.51,0.39,0.47,1691,4.9,87.9,5.5,121,45.6,Landgemeinde
6632009,6632,Heringen,SPD,red,0.53,0.56,0.6,0.57,0.55,0.37,0.41,1691,4.9,84.4,5.5,121,45.6,Kleinstadt
6632010,6632,Hohenroda,SPD,red,0.57,0.59,0.6,0.57,0.56,0.43,0.42,1691,4.9,88.4,5.5,121,45.6,Landgemeinde
6632013,6632,Nentershausen,SPD,red,0.59,0.61,0.63,0.59,0.5,0.4,0.42,1691,4.9,85.9,5.5,121,45.6,Landgemeinde
6632016,6632,Philippsthal,SPD,red,0.54,0.56,0.6,0.59,0.54,0.39,0.42,1691,4.9,78.9,5.5,121,45.6,Landgemeinde
6633017,6633,Lohfelden,SPD,red,0.55,0.56,0.61,0.58,0.53,0.39,0.41,1799,5.1,65.1,4.5,164,46,Kleinstadt
6633019,6633,Nieste,SPD,red,0.69,0.65,0.71,0.64,0.57,0.49,0.46,1799,5.1,72.1,4.5,164,46,Landgemeinde
6633023,6633,Schauenburg,SPD,red,0.57,0.57,0.61,0.58,0.53,0.39,0.41,1799,5.1,74.5,4.5,164,46,Kleinstadt
6633024,6633,Söhrewald,SPD,red,0.63,0.6,0.66,0.62,0.56,0.45,0.46,1799,5.1,76.4,4.5,164,46,Landgemeinde
6634001,6634,Borken,SPD,red,0.56,0.58,0.61,0.58,0.52,0.41,0.43,1710,5.2,80.4,4.6,125,45.2,Kleinstadt
6634002,6634,Edermünde,SPD,red,0.59,0.59,0.61,0.6,0.53,0.42,0.44,1710,5.2,76.6,4.6,125,45.2,Kleinstadt
6634003,6634,Felsberg,SPD,red,0.55,0.57,0.59,0.58,0.52,0.42,0.43,1710,5.2,78.3,4.6,125,45.2,Kleinstadt
6636004,6636,Großalmerode,SPD,red,0.57,0.57,0.6,0.56,0.5,0.37,0.41,1613,6.6,82.5,4.1,109,46.7,Kleinstadt
6636007,6636,Meinhard,SPD,red,0.55,0.57,0.6,0.56,0.49,0.4,0.44,1613,6.6,79.3,4.1,109,46.7,Landgemeinde
7131021,7131,Eichenbach,AfD,blue,0.1,0.12,0.11,0.11,0.13,0.15,0.13,1866,4.2,,6.8,233,45.8,Kleinstadt
7131036,7131,Kalenborn,FDP,yellow,0.18,0.11,0.13,0.14,0.16,0.23,0.09,1866,4.2,76,6.8,233,45.8,Landgemeinde
7132005,7132,Berzhausen,AfD,blue,0.13,0.11,0.1,0.11,0.12,0.15,0.14,1728,5.5,22,5.4,136,44.3,Landgemeinde
7132010,7132,Bitzen,SPD,red,0.59,0.65,0.66,0.6,0.56,0.38,0.44,1728,5.5,80,5.4,136,44.3,Landgemeinde
7132069,7132,Mehren,FDP,yellow,0.16,0.11,0.1,0.14,0.14,0.23,0.07,1728,5.5,72.8,5.4,136,44.3,Kleinstadt
7132085,7132,Obersteinebach,AfD,blue,0.1,0.11,0.11,0.11,0.12,0.14,0.13,1728,5.5,,5.4,136,44.3,Landgemeinde
7132086,7132,Oberwambach,SPD,red,0.6,0.58,0.62,0.61,0.61,0.44,0.44,1728,5.5,76,5.4,136,44.3,Kleinstadt
7133001,7133,Abtweiler,FDP,yellow,0.18,0.17,0.12,0.12,0.15,0.25,0.1,1776,7.1,86,7.7,135,44.9,Kleinstadt
7133012,7133,Biebelsheim,FDP,yellow,0.15,0.13,0.12,0.13,0.19,0.24,0.07,1776,7.1,70,7.7,135,44.9,Landgemeinde
7133022,7133,Daubach,AfD,blue,0.11,0.11,0.12,0.12,0.13,0.13,0.12,1776,7.1,80.5,7.7,135,44.9,Kleinstadt
7133046,7133,Hochstetten-Dhaun,SPD,red,0.54,0.62,0.61,0.55,0.51,0.42,0.43,1776,7.1,83.2,7.7,135,44.9,Landgemeinde
7133063,7133,Meckenbach,SPD,red,0.58,0.63,0.63,0.64,0.59,0.44,0.4,1776,7.1,90,7.7,135,44.9,Landgemeinde
7133083,7133,Rehborn,SPD,red,0.57,0.61,0.64,0.57,0.53,0.43,0.49,1776,7.1,90.5,7.7,135,44.9,Kleinstadt
7133113,7133,Weitersborn,SPD,red,0.59,0.68,0.72,0.61,0.62,0.47,0.52,1776,7.1,88.6,7.7,135,44.9,Landgemeinde
7134002,7134,Achtelsbach,SPD,red,0.63,0.73,0.71,0.64,0.59,0.45,0.5,1783,6.9,87.5,4.9,115,46,Kleinstadt
7134008,7134,Berschweiler bei Baumholder,AfD,blue,0.07,0.07,0.07,0.08,0.08,0.1,0.12,1783,6.9,82,4.9,115,46,Kleinstadt
