"AGS","Name","Wahlberechtigte","Wähler","Gültige","CDU","SPD","FDP","DIE.LINKE","GRÜNE","CSU","PIRATEN","NPD","Tierschutzpartei","REP","ÖDP","FAMILIE","Bündnis.21.RRP","RENTNER","BP","PBC","BüSo","DIE.VIOLETTEN","MLPD","Volksabstimmung","PSG","AfD","BIG","pro.Deutschland","DIE.RECHTE","DIE.FRAUEN","FREIE.WÄHLER","Partei.der.Nichtwähler","PARTEI.DER.VERNUNFT","Die.PARTEI","CDU_rel","SPD_rel","FDP_rel","DIE.LINKE_rel","GRÜNE_rel","CSU_rel","PIRATEN_rel","NPD_rel","Tierschutzpartei_rel","REP_rel","ÖDP_rel","FAMILIE_rel","Bündnis.21.RRP_rel","RENTNER_rel","BP_rel","PBC_rel","BüSo_rel","DIE.VIOLETTEN_rel","MLPD_rel","Volksabstimmung_rel","PSG_rel","AfD_rel","BIG_rel","pro.Deutschland_rel","DIE.RECHTE_rel","DIE.FRAUEN_rel","FREIE.WÄHLER_rel","Partei.der.Nichtwähler_rel","PARTEI.DER.VERNUNFT_rel","Die.PARTEI_rel","Wahlbeteiligung","ost_west"
"09189118","Fridolfing",3250,1425,1417,0,220,57,34,112,849,18,6,0,6,33,0,1,0,17,0,0,1,0,0,0,32,0,0,0,2,25,0,4,0,0,15.526,4.023,2.399,7.904,59.915,1.27,0.423,0,0.423,2.329,0,0.071,0,1.2,0,0,0.071,0,0,0,2.258,0,0,0,0.141,1.764,0,0.282,0,43.8,"West"
"09189119","Grabenstätt",3342,1608,1601,0,198,87,39,118,956,24,9,8,6,14,0,0,0,20,0,1,6,1,0,0,76,0,1,0,2,32,0,3,0,0,12.367,5.434,2.436,7.37,59.713,1.499,0.562,0.5,0.375,0.874,0,0,0,1.249,0,0.062,0.375,0.062,0,0,4.747,0,0.062,0,0.125,1.999,0,0.187,0,48.1,"West"
"09189120","Grassau",4805,2077,2061,0,407,112,74,121,1063,29,11,12,13,21,0,1,0,55,0,2,1,0,0,0,107,0,1,0,8,20,0,3,0,0,19.748,5.434,3.59,5.871,51.577,1.407,0.534,0.582,0.631,1.019,0,0.049,0,2.669,0,0.097,0.049,0,0,0,5.192,0,0.049,0,0.388,0.97,0,0.146,0,43.2,"West"
"09189124","Inzell",3622,1727,1710,0,299,57,52,122,1021,17,11,10,5,11,0,0,0,22,0,1,2,1,0,0,38,0,3,0,1,35,0,2,0,0,17.485,3.333,3.041,7.135,59.708,0.994,0.643,0.585,0.292,0.643,0,0,0,1.287,0,0.058,0.117,0.058,0,0,2.222,0,0.175,0,0.058,2.047,0,0.117,0,47.7,"West"
"09189126","Kienberg",1069,551,546,0,84,16,11,40,350,6,3,3,4,3,0,0,0,3,0,1,1,0,0,0,14,0,0,0,0,7,0,0,0,0,15.385,2.93,2.015,7.326,64.103,1.099,0.549,0.549,0.733,0.549,0,0,0,0.549,0,0.183,0.183,0,0,0,2.564,0,0,0,0,1.282,0,0,0,51.5,"West"
"09189127","Kirchanschöring",2379,1202,1193,0,135,49,16,88,770,21,3,4,8,30,0,0,0,10,0,1,3,0,0,0,28,0,1,0,1,24,0,1,0,0,11.316,4.107,1.341,7.376,64.543,1.76,0.251,0.335,0.671,2.515,0,0,0,0.838,0,0.084,0.251,0,0,0,2.347,0,0.084,0,0.084,2.012,0,0.084,0,50.5,"West"
"09189129","Marquartstein",2483,958,950,0,191,60,37,92,458,13,6,8,6,7,0,1,0,10,0,0,0,0,0,0,44,0,1,0,2,13,0,1,0,0,20.105,6.316,3.895,9.684,48.211,1.368,0.632,0.842,0.632,0.737,0,0.105,0,1.053,0,0,0,0,0,0,4.632,0,0.105,0,0.211,1.368,0,0.105,0,38.6,"West"
"09189130","Nußdorf",1938,901,896,0,128,45,21,84,524,12,4,2,3,10,0,0,0,10,0,0,3,0,0,0,29,0,0,0,1,18,0,2,0,0,14.286,5.022,2.344,9.375,58.482,1.339,0.446,0.223,0.335,1.116,0,0,0,1.116,0,0,0.335,0,0,0,3.237,0,0,0,0.112,2.009,0,0.223,0,46.5,"West"
"09189133","Obing",3209,1433,1426,0,180,58,37,118,904,23,6,4,8,9,0,1,0,11,0,0,2,1,0,0,41,0,1,0,2,20,0,0,0,0,12.623,4.067,2.595,8.275,63.394,1.613,0.421,0.281,0.561,0.631,0,0.07,0,0.771,0,0,0.14,0.07,0,0,2.875,0,0.07,0,0.14,1.403,0,0,0,44.7,"West"
"09189134","Palling",2660,1319,1305,0,134,42,32,76,882,11,5,7,7,18,0,0,0,21,0,1,2,0,0,0,37,0,0,0,2,28,0,0,0,0,10.268,3.218,2.452,5.824,67.586,0.843,0.383,0.536,0.536,1.379,0,0,0,1.609,0,0.077,0.153,0,0,0,2.835,0,0,0,0.153,2.146,0,0,0,49.6,"West"
"09189135","Petting",1784,865,860,0,75,24,13,61,577,9,7,4,4,15,0,0,0,14,0,2,2,0,0,0,28,0,0,0,0,24,0,1,0,0,8.721,2.791,1.512,7.093,67.093,1.047,0.814,0.465,0.465,1.744,0,0,0,1.628,0,0.233,0.233,0,0,0,3.256,0,0,0,0,2.791,0,0.116,0,48.5,"West"
"09189137","Pittenhart",1349,758,755,0,63,22,7,53,539,7,3,4,5,7,0,0,0,11,0,0,4,0,0,0,11,0,1,0,1,15,0,2,0,0,8.344,2.914,0.927,7.02,71.391,0.927,0.397,0.53,0.662,0.927,0,0,0,1.457,0,0,0.53,0,0,0,1.457,0,0.132,0,0.132,1.987,0,0.265,0,56.2,"West"
"09189139","Reit im Winkl",1813,701,694,0,81,31,21,40,441,12,2,4,2,10,0,0,0,4,0,0,0,0,0,0,34,0,0,0,1,11,0,0,0,0,11.671,4.467,3.026,5.764,63.545,1.729,0.288,0.576,0.288,1.441,0,0,0,0.576,0,0,0,0,0,0,4.899,0,0,0,0.144,1.585,0,0,0,38.7,"West"
"09189140","Ruhpolding",5110,1946,1934,0,288,90,54,135,1184,16,12,17,5,14,0,0,0,12,0,1,2,0,0,0,83,0,1,0,2,17,0,1,0,0,14.891,4.654,2.792,6.98,61.22,0.827,0.62,0.879,0.259,0.724,0,0,0,0.62,0,0.052,0.103,0,0,0,4.292,0,0.052,0,0.103,0.879,0,0.052,0,38.1,"West"
"09189141","Schleching",1432,663,658,0,96,28,20,42,409,12,5,4,1,5,0,0,0,6,0,0,1,0,0,0,22,0,1,0,0,6,0,0,0,0,14.59,4.255,3.04,6.383,62.158,1.824,0.76,0.608,0.152,0.76,0,0,0,0.912,0,0,0.152,0,0,0,3.343,0,0.152,0,0,0.912,0,0,0,46.3,"West"
"09189142","Schnaitsee",2747,1546,1540,0,214,76,36,115,938,26,10,8,5,18,0,0,0,23,0,1,2,0,0,0,33,0,1,0,4,28,0,2,0,0,13.896,4.935,2.338,7.468,60.909,1.688,0.649,0.519,0.325,1.169,0,0,0,1.494,0,0.065,0.13,0,0,0,2.143,0,0.065,0,0.26,1.818,0,0.13,0,56.3,"West"
"09189143","Seeon-Seebruck",3530,1792,1778,0,233,86,56,156,1058,24,6,6,5,27,0,0,0,24,0,0,5,1,0,0,50,0,0,0,3,38,0,0,0,0,13.105,4.837,3.15,8.774,59.505,1.35,0.337,0.337,0.281,1.519,0,0,0,1.35,0,0,0.281,0.056,0,0,2.812,0,0,0,0.169,2.137,0,0,0,50.8,"West"
"09189145","Siegsdorf",6481,2902,2882,0,420,107,97,232,1680,45,17,15,13,27,0,1,0,38,0,0,5,0,0,0,106,0,0,0,8,68,0,3,0,0,14.573,3.713,3.366,8.05,58.293,1.561,0.59,0.52,0.451,0.937,0,0.035,0,1.319,0,0,0.173,0,0,0,3.678,0,0,0,0.278,2.359,0,0.104,0,44.8,"West"
"09189146","Staudach-Egerndach",870,388,386,0,65,13,23,21,214,3,2,2,7,6,0,0,0,12,0,0,1,0,0,0,11,0,0,0,3,3,0,0,0,0,16.839,3.368,5.959,5.44,55.44,0.777,0.518,0.518,1.813,1.554,0,0,0,3.109,0,0,0.259,0,0,0,2.85,0,0,0,0.777,0.777,0,0,0,44.6,"West"
"09189148","Surberg",2517,1138,1130,0,154,57,29,149,618,15,7,6,4,22,0,0,0,9,0,2,1,0,0,0,28,0,2,0,2,25,0,0,0,0,13.628,5.044,2.566,13.186,54.69,1.327,0.619,0.531,0.354,1.947,0,0,0,0.796,0,0.177,0.088,0,0,0,2.478,0,0.177,0,0.177,2.212,0,0,0,45.2,"West"
"09189149","Tacherting",4322,2263,2239,0,308,75,47,134,1431,35,16,9,17,27,0,0,0,29,0,2,0,0,0,0,58,0,5,0,6,39,0,1,0,0,13.756,3.35,2.099,5.985,63.912,1.563,0.715,0.402,0.759,1.206,0,0,0,1.295,0,0.089,0,0,0,0,2.59,0,0.223,0,0.268,1.742,0,0.045,0,52.4,"West"
"09189150","Taching a.See",1536,777,770,0,86,17,22,71,492,12,6,4,1,12,0,0,0,9,0,0,1,0,0,0,27,0,0,0,0,10,0,0,0,0,11.169,2.208,2.857,9.221,63.896,1.558,0.779,0.519,0.13,1.558,0,0,0,1.169,0,0,0.13,0,0,0,3.506,0,0,0,0,1.299,0,0,0,50.6,"West"
"09189152","Tittmoning",4459,2054,2039,0,268,69,54,172,1239,36,19,16,10,47,0,2,0,14,0,0,3,0,0,0,52,0,3,0,1,33,0,1,0,0,13.144,3.384,2.648,8.436,60.765,1.766,0.932,0.785,0.49,2.305,0,0.098,0,0.687,0,0,0.147,0,0,0,2.55,0,0.147,0,0.049,1.618,0,0.049,0,46.1,"West"
"09189154","Traunreut",15004,5994,5923,0,1031,232,285,372,3396,130,25,35,23,36,0,2,0,65,0,0,7,0,0,0,180,0,6,0,7,73,0,18,0,0,17.407,3.917,4.812,6.281,57.336,2.195,0.422,0.591,0.388,0.608,0,0.034,0,1.097,0,0,0.118,0,0,0,3.039,0,0.101,0,0.118,1.232,0,0.304,0,39.9,"West"
"09189155","Traunstein",14712,6643,6593,0,1211,290,293,677,3400,128,43,32,31,72,0,2,0,59,0,1,8,3,0,0,245,0,3,0,9,81,0,5,0,0,18.368,4.399,4.444,10.268,51.57,1.941,0.652,0.485,0.47,1.092,0,0.03,0,0.895,0,0.015,0.121,0.046,0,0,3.716,0,0.046,0,0.137,1.229,0,0.076,0,45.2,"West"
"09189157","Trostberg",8793,3854,3810,0,717,118,190,318,2085,71,31,16,16,23,0,0,0,38,0,2,3,0,0,0,121,0,2,0,3,52,0,4,0,0,18.819,3.097,4.987,8.346,54.724,1.864,0.814,0.42,0.42,0.604,0,0,0,0.997,0,0.052,0.079,0,0,0,3.176,0,0.052,0,0.079,1.365,0,0.105,0,43.8,"West"
"09189159","Übersee",3908,1743,1735,0,297,87,48,185,896,43,9,15,6,12,0,2,0,34,0,0,2,0,0,0,71,0,2,0,1,21,0,4,0,0,17.118,5.014,2.767,10.663,51.643,2.478,0.519,0.865,0.346,0.692,0,0.115,0,1.96,0,0,0.115,0,0,0,4.092,0,0.115,0,0.058,1.21,0,0.231,0,44.6,"West"
"09189160","Unterwössen",2735,1064,1061,0,153,63,31,51,640,15,7,6,4,4,0,0,0,8,0,1,0,1,0,0,48,0,1,0,0,28,0,0,0,0,14.42,5.938,2.922,4.807,60.32,1.414,0.66,0.566,0.377,0.377,0,0,0,0.754,0,0.094,0,0.094,0,0,4.524,0,0.094,0,0,2.639,0,0,0,38.9,"West"
"09189161","Vachendorf",1460,770,765,0,106,31,20,72,454,8,9,6,3,8,0,0,0,12,0,0,1,0,0,0,22,0,0,0,0,12,0,1,0,0,13.856,4.052,2.614,9.412,59.346,1.046,1.176,0.784,0.392,1.046,0,0,0,1.569,0,0,0.131,0,0,0,2.876,0,0,0,0,1.569,0,0.131,0,52.7,"West"
"09189162","Waging a.See",5203,2009,1998,0,234,76,54,216,1175,27,15,8,7,52,0,0,0,24,0,0,1,1,0,0,67,0,0,0,2,37,0,2,0,0,11.712,3.804,2.703,10.811,58.809,1.351,0.751,0.4,0.35,2.603,0,0,0,1.201,0,0,0.05,0.05,0,0,3.353,0,0,0,0.1,1.852,0,0.1,0,38.6,"West"
"09189165","Wonneberg",1142,554,552,0,57,11,9,56,350,7,3,0,5,22,0,1,0,6,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,10.326,1.993,1.63,10.145,63.406,1.268,0.543,0,0.906,3.986,0,0.181,0,1.087,0,0,0,0,0,0,2.174,0,0,0,0,2.355,0,0,0,48.5,"West"
"09189444","Gdefr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West"
"09190111","Altenstadt",2426,1329,1322,0,221,41,41,93,720,29,3,3,3,19,0,0,0,34,0,0,0,0,0,0,79,0,2,0,2,32,0,0,0,0,16.717,3.101,3.101,7.035,54.463,2.194,0.227,0.227,0.227,1.437,0,0,0,2.572,0,0,0,0,0,0,5.976,0,0.151,0,0.151,2.421,0,0,0,54.8,"West"
"09190113","Antdorf",937,533,528,0,62,24,11,33,326,14,2,0,0,8,0,0,0,6,0,0,1,1,0,0,26,0,0,0,0,14,0,0,0,0,11.742,4.545,2.083,6.25,61.742,2.652,0.379,0,0,1.515,0,0,0,1.136,0,0,0.189,0.189,0,0,4.924,0,0,0,0,2.652,0,0,0,56.9,"West"
"09190114","Bernbeuren",1843,785,777,0,80,32,18,32,468,14,9,7,1,16,0,0,0,20,0,1,1,0,0,0,48,0,1,0,0,28,0,1,0,0,10.296,4.118,2.317,4.118,60.232,1.802,1.158,0.901,0.129,2.059,0,0,0,2.574,0,0.129,0.129,0,0,0,6.178,0,0.129,0,0,3.604,0,0.129,0,42.6,"West"
"09190115","Bernried am Starnberger See",1614,671,669,0,132,39,36,99,299,9,3,2,0,12,0,0,0,1,0,0,1,0,0,0,27,0,0,0,0,7,0,2,0,0,19.731,5.83,5.381,14.798,44.694,1.345,0.448,0.299,0,1.794,0,0,0,0.149,0,0,0.149,0,0,0,4.036,0,0,0,0,1.046,0,0.299,0,41.6,"West"
"09190117","Böbing",1335,593,587,0,84,29,16,35,327,11,5,7,3,9,0,0,0,14,0,0,0,0,0,0,25,0,1,0,2,16,0,3,0,0,14.31,4.94,2.726,5.963,55.707,1.874,0.852,1.193,0.511,1.533,0,0,0,2.385,0,0,0,0,0,0,4.259,0,0.17,0,0.341,2.726,0,0.511,0,44.4,"West"
"09190118","Burggen",1310,736,735,0,82,21,28,35,468,8,6,2,4,7,0,0,0,14,0,0,1,0,0,0,41,0,1,0,1,16,0,0,0,0,11.156,2.857,3.81,4.762,63.673,1.088,0.816,0.272,0.544,0.952,0,0,0,1.905,0,0,0.136,0,0,0,5.578,0,0.136,0,0.136,2.177,0,0,0,56.2,"West"
"09190120","Eberfing",1053,552,550,0,59,22,13,36,326,7,2,2,1,9,0,0,0,19,0,0,1,0,0,0,32,0,0,0,0,21,0,0,0,0,10.727,4,2.364,6.545,59.273,1.273,0.364,0.364,0.182,1.636,0,0,0,3.455,0,0,0.182,0,0,0,5.818,0,0,0,0,3.818,0,0,0,52.4,"West"
"09190121","Eglfing",777,340,338,0,35,15,12,25,204,4,0,0,1,8,0,0,0,8,0,0,1,0,0,0,17,0,1,0,0,7,0,0,0,0,10.355,4.438,3.55,7.396,60.355,1.183,0,0,0.296,2.367,0,0,0,2.367,0,0,0.296,0,0,0,5.03,0,0.296,0,0,2.071,0,0,0,43.8,"West"
"09190126","Habach",827,398,393,0,45,10,12,43,233,3,3,2,0,19,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,11.45,2.545,3.053,10.941,59.288,0.763,0.763,0.509,0,4.835,0,0,0,1.781,0,0,0,0,0,0,3.053,0,0,0,0,1.018,0,0,0,48.1,"West"
"09190129","Hohenfurch",1204,647,645,0,86,21,15,24,408,9,3,4,1,6,0,2,0,15,0,0,0,0,0,0,41,0,1,0,1,8,0,0,0,0,13.333,3.256,2.326,3.721,63.256,1.395,0.465,0.62,0.155,0.93,0,0.31,0,2.326,0,0,0,0,0,0,6.357,0,0.155,0,0.155,1.24,0,0,0,53.7,"West"
"09190130","Hohenpeißenberg",3069,1443,1427,0,287,49,58,115,689,32,20,10,0,17,0,2,0,31,0,0,2,0,0,0,81,0,1,0,2,30,0,1,0,0,20.112,3.434,4.064,8.059,48.283,2.242,1.402,0.701,0,1.191,0,0.14,0,2.172,0,0,0.14,0,0,0,5.676,0,0.07,0,0.14,2.102,0,0.07,0,47,"West"
"09190131","Huglfing",2026,1081,1072,0,133,45,45,78,588,21,4,7,3,23,0,3,0,20,0,0,5,0,0,0,72,0,1,0,4,19,0,1,0,0,12.407,4.198,4.198,7.276,54.851,1.959,0.373,0.653,0.28,2.146,0,0.28,0,1.866,0,0,0.466,0,0,0,6.716,0,0.093,0,0.373,1.772,0,0.093,0,53.4,"West"
"09190132","Iffeldorf",1946,866,857,0,186,55,27,85,402,20,3,4,2,4,0,0,0,6,0,0,0,1,0,0,46,0,0,0,0,15,0,1,0,0,21.704,6.418,3.151,9.918,46.908,2.334,0.35,0.467,0.233,0.467,0,0,0,0.7,0,0,0,0.117,0,0,5.368,0,0,0,0,1.75,0,0.117,0,44.5,"West"
"09190133","Ingenried",737,450,444,0,38,11,14,21,290,1,4,5,2,9,0,0,0,10,0,0,0,0,0,0,25,0,2,0,0,12,0,0,0,0,8.559,2.477,3.153,4.73,65.315,0.225,0.901,1.126,0.45,2.027,0,0,0,2.252,0,0,0,0,0,0,5.631,0,0.45,0,0,2.703,0,0,0,61.1,"West"
"09190135","Oberhausen",1652,869,858,0,110,43,21,69,493,7,0,4,1,41,0,0,0,7,0,0,0,0,0,0,41,0,0,0,2,18,0,1,0,0,12.821,5.012,2.448,8.042,57.459,0.816,0,0.466,0.117,4.779,0,0,0,0.816,0,0,0,0,0,0,4.779,0,0,0,0.233,2.098,0,0.117,0,52.6,"West"
"09190136","Obersöchering",1148,623,621,0,67,26,14,33,393,7,4,1,2,11,0,1,0,22,0,0,0,1,0,0,26,0,0,0,0,12,0,1,0,0,10.789,4.187,2.254,5.314,63.285,1.127,0.644,0.161,0.322,1.771,0,0.161,0,3.543,0,0,0,0.161,0,0,4.187,0,0,0,0,1.932,0,0.161,0,54.3,"West"
"09190138","Pähl",1801,929,925,0,105,50,22,91,536,13,3,1,3,12,0,0,0,13,0,0,1,0,0,0,47,0,1,0,1,26,0,0,0,0,11.351,5.405,2.378,9.838,57.946,1.405,0.324,0.108,0.324,1.297,0,0,0,1.405,0,0,0.108,0,0,0,5.081,0,0.108,0,0.108,2.811,0,0,0,51.6,"West"
"09190139","Peißenberg",9620,4247,4198,0,829,139,214,249,2054,96,49,31,4,79,0,0,0,84,0,0,3,1,0,0,264,0,4,0,9,86,0,3,0,0,19.747,3.311,5.098,5.931,48.928,2.287,1.167,0.738,0.095,1.882,0,0,0,2.001,0,0,0.071,0.024,0,0,6.289,0,0.095,0,0.214,2.049,0,0.071,0,44.1,"West"
"09190140","Peiting",9168,3550,3519,0,745,98,189,264,1690,59,27,21,18,47,0,3,0,80,0,0,9,0,0,0,186,0,3,0,4,72,0,4,0,0,21.171,2.785,5.371,7.502,48.025,1.677,0.767,0.597,0.512,1.336,0,0.085,0,2.273,0,0,0.256,0,0,0,5.286,0,0.085,0,0.114,2.046,0,0.114,0,38.7,"West"
"09190141","Penzberg",12229,5264,5231,0,1272,269,211,457,2317,102,35,25,15,57,0,3,0,61,0,1,9,0,0,0,300,0,3,0,5,85,0,4,0,0,24.317,5.142,4.034,8.736,44.294,1.95,0.669,0.478,0.287,1.09,0,0.057,0,1.166,0,0.019,0.172,0,0,0,5.735,0,0.057,0,0.096,1.625,0,0.076,0,43,"West"
"09190142","Polling",2572,1320,1316,0,184,59,34,113,741,19,2,8,1,25,0,2,0,25,0,0,1,0,0,0,70,0,0,0,1,31,0,0,0,0,13.982,4.483,2.584,8.587,56.307,1.444,0.152,0.608,0.076,1.9,0,0.152,0,1.9,0,0,0.076,0,0,0,5.319,0,0,0,0.076,2.356,0,0,0,51.3,"West"
"09190143","Prem",694,377,376,0,32,14,5,19,264,5,3,0,0,4,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,8.511,3.723,1.33,5.053,70.213,1.33,0.798,0,0,1.064,0,0,0,1.064,0,0,0,0,0,0,4.255,0,0,0,0,2.66,0,0,0,54.3,"West"
"09190144","Raisting",1734,866,865,0,147,31,24,73,457,21,1,7,3,19,0,0,0,14,0,0,0,0,0,0,43,0,1,0,0,24,0,0,0,0,16.994,3.584,2.775,8.439,52.832,2.428,0.116,0.809,0.347,2.197,0,0,0,1.618,0,0,0,0,0,0,4.971,0,0.116,0,0,2.775,0,0,0,49.9,"West"
"09190145","Rottenbuch",1313,632,622,0,66,19,17,31,407,8,3,1,2,12,0,0,0,6,0,0,1,0,0,0,36,0,0,0,0,13,0,0,0,0,10.611,3.055,2.733,4.984,65.434,1.286,0.482,0.161,0.322,1.929,0,0,0,0.965,0,0,0.161,0,0,0,5.788,0,0,0,0,2.09,0,0,0,48.1,"West"
"09190148","Schongau",8453,3471,3431,0,706,114,174,232,1679,77,29,23,11,34,0,1,0,47,0,1,6,1,0,0,227,0,1,0,4,64,0,0,0,0,20.577,3.323,5.071,6.762,48.936,2.244,0.845,0.67,0.321,0.991,0,0.029,0,1.37,0,0.029,0.175,0.029,0,0,6.616,0,0.029,0,0.117,1.865,0,0,0,41.1,"West"
"09190149","Schwabbruck",729,428,427,0,49,19,4,23,281,2,4,0,1,6,0,0,0,9,0,1,0,0,0,0,19,0,0,0,2,7,0,0,0,0,11.475,4.45,0.937,5.386,65.808,0.468,0.937,0,0.234,1.405,0,0,0,2.108,0,0.234,0,0,0,0,4.45,0,0,0,0.468,1.639,0,0,0,58.7,"West"
"09190151","Schwabsoien",1020,630,626,0,57,16,20,27,412,8,4,5,1,14,0,1,0,11,0,0,0,0,0,0,27,0,1,0,1,18,0,3,0,0,9.105,2.556,3.195,4.313,65.815,1.278,0.639,0.799,0.16,2.236,0,0.16,0,1.757,0,0,0,0,0,0,4.313,0,0.16,0,0.16,2.875,0,0.479,0,61.8,"West"
"09190152","Seeshaupt",2384,1122,1115,0,190,75,29,139,570,17,4,5,3,7,0,0,0,10,0,0,2,0,0,0,43,0,0,0,0,20,0,1,0,0,17.04,6.726,2.601,12.466,51.121,1.525,0.359,0.448,0.269,0.628,0,0,0,0.897,0,0,0.179,0,0,0,3.857,0,0,0,0,1.794,0,0.09,0,47.1,"West"
"09190153","Sindelsdorf",889,448,436,0,76,10,13,28,247,4,0,1,2,3,0,1,0,8,0,0,3,0,0,0,19,0,0,0,1,20,0,0,0,0,17.431,2.294,2.982,6.422,56.651,0.917,0,0.229,0.459,0.688,0,0.229,0,1.835,0,0,0.688,0,0,0,4.358,0,0,0,0.229,4.587,0,0,0,50.4,"West"
"09190154","Steingaden",2075,811,807,0,94,20,14,50,482,6,3,2,0,14,0,0,0,22,0,1,2,0,0,0,69,0,2,0,1,25,0,0,0,0,11.648,2.478,1.735,6.196,59.727,0.743,0.372,0.248,0,1.735,0,0,0,2.726,0,0.124,0.248,0,0,0,8.55,0,0.248,0,0.124,3.098,0,0,0,39.1,"West"
"09190157","Weilheim i.OB",16450,7321,7281,0,1362,390,287,687,3315,153,46,47,11,97,0,5,0,87,0,0,6,19,0,0,522,0,7,0,18,210,0,12,0,0,18.706,5.356,3.942,9.436,45.529,2.101,0.632,0.646,0.151,1.332,0,0.069,0,1.195,0,0,0.082,0.261,0,0,7.169,0,0.096,0,0.247,2.884,0,0.165,0,44.5,"West"
"09190158","Wessobrunn",1598,913,900,0,99,30,29,71,535,13,5,7,2,22,0,1,0,24,0,0,1,0,0,0,41,0,0,0,2,17,0,1,0,0,11,3.333,3.222,7.889,59.444,1.444,0.556,0.778,0.222,2.444,0,0.111,0,2.667,0,0,0.111,0,0,0,4.556,0,0,0,0.222,1.889,0,0.111,0,57.1,"West"
"09190159","Wielenbach",2481,1216,1209,0,178,50,32,60,708,8,7,12,0,15,0,3,0,25,0,0,1,0,0,0,70,0,0,0,3,35,0,2,0,0,14.723,4.136,2.647,4.963,58.561,0.662,0.579,0.993,0,1.241,0,0.248,0,2.068,0,0,0.083,0,0,0,5.79,0,0,0,0.248,2.895,0,0.165,0,49,"West"
"09190160","Wildsteig",962,503,496,0,28,17,8,33,333,7,1,0,1,23,0,0,0,11,0,0,0,0,0,0,14,0,0,0,2,18,0,0,0,0,5.645,3.427,1.613,6.653,67.137,1.411,0.202,0,0.202,4.637,0,0,0,2.218,0,0,0,0,0,0,2.823,0,0,0,0.403,3.629,0,0,0,52.3,"West"
"09261000","Landshut",48500,21452,21292,0,4107,1108,981,1916,10409,392,135,176,37,179,0,1,0,161,0,3,45,3,0,0,1018,0,14,0,33,546,0,28,0,0,19.289,5.204,4.607,8.999,48.887,1.841,0.634,0.827,0.174,0.841,0,0.005,0,0.756,0,0.014,0.211,0.014,0,0,4.781,0,0.066,0,0.155,2.564,0,0.132,0,44.2,"West"
"09262000","Passau",37827,14152,14046,0,2974,738,818,1122,6722,270,102,93,44,243,0,4,0,61,0,1,12,1,0,0,659,0,4,0,21,146,0,11,0,0,21.173,5.254,5.824,7.988,47.857,1.922,0.726,0.662,0.313,1.73,0,0.028,0,0.434,0,0.007,0.085,0.007,0,0,4.692,0,0.028,0,0.15,1.039,0,0.078,0,37.4,"West"
"09263000","Straubing",34677,12903,12820,0,2408,537,660,542,6980,240,188,70,29,160,0,1,0,106,0,3,13,1,0,0,606,0,8,0,22,230,0,16,0,0,18.783,4.189,5.148,4.228,54.446,1.872,1.466,0.546,0.226,1.248,0,0.008,0,0.827,0,0.023,0.101,0.008,0,0,4.727,0,0.062,0,0.172,1.794,0,0.125,0,37.2,"West"
"09271111","Aholming",1851,639,634,0,94,16,15,15,392,7,12,2,2,0,0,0,0,5,0,0,1,0,0,0,26,0,0,0,1,46,0,0,0,0,14.826,2.524,2.366,2.366,61.83,1.104,1.893,0.315,0.315,0,0,0,0,0.789,0,0,0.158,0,0,0,4.101,0,0,0,0.158,7.256,0,0,0,34.5,"West"
"09271113","Auerbach",1674,674,670,0,69,27,23,21,430,4,6,3,3,3,0,0,0,7,0,0,0,0,0,0,25,0,0,0,2,45,0,2,0,0,10.299,4.03,3.433,3.134,64.179,0.597,0.896,0.448,0.448,0.448,0,0,0,1.045,0,0,0,0,0,0,3.731,0,0,0,0.299,6.716,0,0.299,0,40.3,"West"
"09271114","Außernzell",1077,438,437,0,47,14,14,7,287,6,8,1,1,5,0,0,0,7,0,0,2,0,0,0,18,0,0,0,1,19,0,0,0,0,10.755,3.204,3.204,1.602,65.675,1.373,1.831,0.229,0.229,1.144,0,0,0,1.602,0,0,0.458,0,0,0,4.119,0,0,0,0.229,4.348,0,0,0,40.7,"West"
"09271116","Bernried",3907,1501,1484,0,250,71,43,60,862,26,14,6,8,10,0,0,0,14,0,0,2,0,0,0,70,0,1,0,3,43,0,1,0,0,16.846,4.784,2.898,4.043,58.086,1.752,0.943,0.404,0.539,0.674,0,0,0,0.943,0,0,0.135,0,0,0,4.717,0,0.067,0,0.202,2.898,0,0.067,0,38.4,"West"
"09271118","Buchhofen",732,306,303,0,39,7,4,1,226,0,6,0,0,2,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,12.871,2.31,1.32,0.33,74.587,0,1.98,0,0,0.66,0,0,0,1.32,0,0,0,0,0,0,3.63,0,0,0,0,0.99,0,0,0,41.8,"West"
