"KRS","KRS_Name","Wahlberechtigte","Wähler","Gültige","SPD","CDU","CSU","GRÜNE","FDP","PDS","REP","GRAUE","Tierschutz","NPD","ödp","PBC","FRAUEN","BP","FAMILIE","CM","BüSo","HP","Violetten","AUFBRUCH","ZENTRUM","KPD","PRG","Schill","SPD_rel","CDU_rel","CSU_rel","GRÜNE_rel","FDP_rel","PDS_rel","REP_rel","GRAUE_rel","Tierschutz_rel","NPD_rel","ödp_rel","PBC_rel","FRAUEN_rel","BP_rel","FAMILIE_rel","CM_rel","BüSo_rel","HP_rel","Violetten_rel","AUFBRUCH_rel","ZENTRUM_rel","KPD_rel","PRG_rel","Schill_rel","Wahlbeteiligung","ost_west"
"06433","Groß-Gerau",169053,136988,134082,58534,43275,0,15307,10446,1863,1846,307,843,394,106,235,0,0,0,86,71,0,0,0,0,0,0,769,43.655,32.275,0,11.416,7.791,1.389,1.377,0.229,0.629,0.294,0.079,0.175,0,0,0,0.064,0.053,0,0,0,0,0,0,0.574,81,"West"
"06434","Hochtaunuskreis",164196,137015,135302,41178,58107,0,16150,15143,1561,967,196,677,203,121,160,0,0,0,93,62,0,0,0,0,0,0,684,30.434,42.946,0,11.936,11.192,1.154,0.715,0.145,0.5,0.15,0.089,0.118,0,0,0,0.069,0.046,0,0,0,0,0,0,0.506,83.4,"West"
"06435","Main-Kinzig-Kreis",294876,236484,231483,91665,89246,0,20720,18850,2844,3055,428,1554,691,159,341,0,0,0,188,84,0,0,0,0,0,0,1658,39.599,38.554,0,8.951,8.143,1.229,1.32,0.185,0.671,0.299,0.069,0.147,0,0,0,0.081,0.036,0,0,0,0,0,0,0.716,80.2,"West"
"06436","Main-Taunus-Kreis",162039,136572,134547,43003,57291,0,15582,14007,1401,880,252,672,338,126,140,0,0,0,74,41,0,0,0,0,0,0,740,31.961,42.581,0,11.581,10.41,1.041,0.654,0.187,0.499,0.251,0.094,0.104,0,0,0,0.055,0.03,0,0,0,0,0,0,0.55,84.3,"West"
"06437","Odenwaldkreis",72928,58474,57091,25371,20423,0,4799,4100,710,678,85,326,148,36,92,0,0,0,60,21,0,0,0,0,0,0,242,44.44,35.773,0,8.406,7.182,1.244,1.188,0.149,0.571,0.259,0.063,0.161,0,0,0,0.105,0.037,0,0,0,0,0,0,0.424,80.2,"West"
"06438","Offenbach",235926,194171,190772,66070,79077,0,20948,17326,2200,1187,381,1005,520,173,176,0,0,0,199,80,0,0,0,0,0,0,1430,34.633,41.451,0,10.981,9.082,1.153,0.622,0.2,0.527,0.273,0.091,0.092,0,0,0,0.104,0.042,0,0,0,0,0,0,0.75,82.3,"West"
"06439","Rheingau-Taunus-Kreis",136273,112278,110531,40503,43510,0,12140,10362,1122,791,179,576,260,97,159,0,0,0,39,55,0,0,0,0,0,0,738,36.644,39.365,0,10.983,9.375,1.015,0.716,0.162,0.521,0.235,0.088,0.144,0,0,0,0.035,0.05,0,0,0,0,0,0,0.668,82.4,"West"
"06440","Wetteraukreis",217333,174377,170409,66357,64350,0,17309,15243,1788,774,311,911,1705,104,376,0,0,0,95,53,0,0,0,0,0,0,1033,38.94,37.762,0,10.157,8.945,1.049,0.454,0.183,0.535,1.001,0.061,0.221,0,0,0,0.056,0.031,0,0,0,0,0,0,0.606,80.2,"West"
"06531","Gießen",187203,149769,146743,59618,52251,0,15284,13327,2275,1006,222,686,621,106,468,0,0,0,102,58,0,0,0,0,0,0,719,40.627,35.607,0,10.415,9.082,1.55,0.686,0.151,0.467,0.423,0.072,0.319,0,0,0,0.07,0.04,0,0,0,0,0,0,0.49,80,"West"
"06532","Lahn-Dill-Kreis",193937,148829,145890,60567,57073,0,10346,10950,1437,1182,165,675,1189,110,1136,0,0,0,168,20,0,0,0,0,0,0,872,41.516,39.121,0,7.092,7.506,0.985,0.81,0.113,0.463,0.815,0.075,0.779,0,0,0,0.115,0.014,0,0,0,0,0,0,0.598,76.7,"West"
"06533","Limburg-Weilburg",130838,103565,101493,37468,46491,0,6914,7232,849,695,172,519,332,49,121,0,0,0,59,36,0,0,0,0,0,0,556,36.917,45.807,0,6.812,7.126,0.837,0.685,0.169,0.511,0.327,0.048,0.119,0,0,0,0.058,0.035,0,0,0,0,0,0,0.548,79.2,"West"
"06534","Marburg-Biedenkopf",181936,144891,142700,60301,50292,0,14955,10068,2660,1669,160,685,308,113,587,0,0,0,162,120,0,0,0,0,0,0,620,42.257,35.243,0,10.48,7.055,1.864,1.17,0.112,0.48,0.216,0.079,0.411,0,0,0,0.114,0.084,0,0,0,0,0,0,0.434,79.6,"West"
"06535","Vogelsbergkreis",91849,72839,71173,29895,26888,0,4810,6693,760,774,87,333,298,48,139,0,0,0,54,23,0,0,0,0,0,0,371,42.003,37.778,0,6.758,9.404,1.068,1.087,0.122,0.468,0.419,0.067,0.195,0,0,0,0.076,0.032,0,0,0,0,0,0,0.521,79.3,"West"
"06611","Kassel",138007,105527,103889,46143,30875,0,14987,6782,2324,312,354,500,371,72,156,0,0,0,71,37,0,0,0,0,0,0,905,44.416,29.719,0,14.426,6.528,2.237,0.3,0.341,0.481,0.357,0.069,0.15,0,0,0,0.068,0.036,0,0,0,0,0,0,0.871,76.5,"West"
"06631","Fulda",163908,134188,131216,37358,70377,0,8630,9492,1127,988,204,577,832,138,211,0,0,0,166,49,0,0,0,0,0,0,1067,28.471,53.634,0,6.577,7.234,0.859,0.753,0.155,0.44,0.634,0.105,0.161,0,0,0,0.127,0.037,0,0,0,0,0,0,0.813,81.9,"West"
"06632","Hersfeld-Rotenburg",101578,81912,80277,39582,27353,0,4812,5334,883,484,136,435,397,24,164,0,0,0,56,24,0,0,0,0,0,0,593,49.307,34.073,0,5.994,6.644,1.1,0.603,0.169,0.542,0.495,0.03,0.204,0,0,0,0.07,0.03,0,0,0,0,0,0,0.739,80.6,"West"
"06633","Kassel",192323,159756,156646,82986,45465,0,12384,10560,1600,616,322,682,417,65,193,0,0,0,80,49,0,0,0,0,0,0,1227,52.977,29.024,0,7.906,6.741,1.021,0.393,0.206,0.435,0.266,0.041,0.123,0,0,0,0.051,0.031,0,0,0,0,0,0,0.783,83.1,"West"
"06634","Schwalm-Eder-Kreis",150496,122154,119585,60991,37306,0,8423,8652,1272,774,163,514,479,66,182,0,0,0,76,29,0,0,0,0,0,0,658,51.002,31.196,0,7.044,7.235,1.064,0.647,0.136,0.43,0.401,0.055,0.152,0,0,0,0.064,0.024,0,0,0,0,0,0,0.55,81.2,"West"
"06635","Waldeck-Frankenberg",129871,101354,99339,42362,37601,0,6903,8795,1033,806,157,431,305,75,273,0,0,0,68,17,0,0,0,0,0,0,513,42.644,37.851,0,6.949,8.854,1.04,0.811,0.158,0.434,0.307,0.075,0.275,0,0,0,0.068,0.017,0,0,0,0,0,0,0.516,78,"West"
"06636","Werra-Meißner-Kreis",89639,71966,70163,35174,21954,0,5137,5216,850,463,127,351,143,28,64,0,0,0,34,14,0,0,0,0,0,0,608,50.132,31.29,0,7.322,7.434,1.211,0.66,0.181,0.5,0.204,0.04,0.091,0,0,0,0.048,0.02,0,0,0,0,0,0,0.867,80.3,"West"
"07111","Koblenz",82159,63643,62836,24070,25404,0,5823,5508,737,205,0,365,172,132,105,0,0,0,0,0,0,0,0,0,0,0,315,38.306,40.429,0,9.267,8.766,1.173,0.326,0,0.581,0.274,0.21,0.167,0,0,0,0,0,0,0,0,0,0,0,0.501,77.5,"West"
"07131","Ahrweiler",98391,80093,78975,23294,38374,0,6246,8674,662,332,0,512,206,187,104,0,0,0,0,0,0,0,0,0,0,0,384,29.495,48.59,0,7.909,10.983,0.838,0.42,0,0.648,0.261,0.237,0.132,0,0,0,0,0,0,0,0,0,0,0,0.486,81.4,"West"
"07132","Altenkirchen",103109,82348,81194,31195,34510,0,5315,7276,687,404,0,524,198,69,613,0,0,0,0,0,0,0,0,0,0,0,403,38.42,42.503,0,6.546,8.961,0.846,0.498,0,0.645,0.244,0.085,0.755,0,0,0,0,0,0,0,0,0,0,0,0.496,79.9,"West"
"07133","Bad Kreuznach",120556,95843,94245,39503,34513,0,7413,9312,942,622,0,736,401,136,224,0,0,0,0,0,0,0,0,0,0,0,443,41.915,36.621,0,7.866,9.881,1,0.66,0,0.781,0.425,0.144,0.238,0,0,0,0,0,0,0,0,0,0,0,0.47,79.5,"West"
"07134","Birkenfeld",70841,53165,51517,22170,18585,0,3015,5488,577,703,0,403,205,52,82,0,0,0,0,0,0,0,0,0,0,0,237,43.034,36.075,0,5.852,10.653,1.12,1.365,0,0.782,0.398,0.101,0.159,0,0,0,0,0,0,0,0,0,0,0,0.46,75,"West"
"07135","Cochem-Zell",51168,42007,41297,11806,22345,0,1904,4112,250,165,0,281,137,26,109,0,0,0,0,0,0,0,0,0,0,0,162,28.588,54.108,0,4.611,9.957,0.605,0.4,0,0.68,0.332,0.063,0.264,0,0,0,0,0,0,0,0,0,0,0,0.392,82.1,"West"
"07137","Mayen-Koblenz",163513,129492,127594,48192,55564,0,8804,11412,934,511,0,796,317,157,312,0,0,0,0,0,0,0,0,0,0,0,595,37.77,43.548,0,6.9,8.944,0.732,0.4,0,0.624,0.248,0.123,0.245,0,0,0,0,0,0,0,0,0,0,0,0.466,79.2,"West"
"07138","Neuwied",137907,110324,108834,42040,44855,0,8003,9946,1120,466,0,811,294,117,622,0,0,0,0,0,0,0,0,0,0,0,560,38.628,41.214,0,7.353,9.139,1.029,0.428,0,0.745,0.27,0.108,0.572,0,0,0,0,0,0,0,0,0,0,0,0.515,80,"West"
"07140","Rhein-Hunsrück-Kreis",82260,66637,65642,23510,28517,0,4425,6960,614,322,0,478,185,104,220,0,0,0,0,0,0,0,0,0,0,0,307,35.815,43.443,0,6.741,10.603,0.935,0.491,0,0.728,0.282,0.158,0.335,0,0,0,0,0,0,0,0,0,0,0,0.468,81,"West"
"07141","Rhein-Lahn-Kreis",99720,80141,79038,34268,28633,0,5938,7256,798,549,0,522,264,83,260,0,0,0,0,0,0,0,0,0,0,0,467,43.356,36.227,0,7.513,9.18,1.01,0.695,0,0.66,0.334,0.105,0.329,0,0,0,0,0,0,0,0,0,0,0,0.591,80.4,"West"
"07143","Westerwaldkreis",152235,122815,121069,43986,54086,0,7540,11015,1078,676,0,862,452,106,634,0,0,0,0,0,0,0,0,0,0,0,634,36.331,44.674,0,6.228,9.098,0.89,0.558,0,0.712,0.373,0.088,0.524,0,0,0,0,0,0,0,0,0,0,0,0.524,80.7,"West"
"07211","Trier",75732,56626,56033,22338,20008,0,7294,4456,731,192,0,359,308,73,128,0,0,0,0,0,0,0,0,0,0,0,146,39.866,35.708,0,13.017,7.952,1.305,0.343,0,0.641,0.55,0.13,0.228,0,0,0,0,0,0,0,0,0,0,0,0.261,74.8,"West"
"07231","Bernkastel-Wittlich",88997,70522,69396,23164,31255,0,4909,7723,579,388,0,574,278,75,122,0,0,0,0,0,0,0,0,0,0,0,329,33.379,45.039,0,7.074,11.129,0.834,0.559,0,0.827,0.401,0.108,0.176,0,0,0,0,0,0,0,0,0,0,0,0.474,79.2,"West"
"07232","Eifelkreis Bitburg-Prüm",74453,58996,58021,19689,27062,0,3762,5855,348,243,0,424,216,92,116,0,0,0,0,0,0,0,0,0,0,0,214,33.934,46.642,0,6.484,10.091,0.6,0.419,0,0.731,0.372,0.159,0.2,0,0,0,0,0,0,0,0,0,0,0,0.369,79.2,"West"
"07233","Vulkaneifel",49992,40363,39787,12013,20737,0,2369,3482,301,190,0,277,95,43,103,0,0,0,0,0,0,0,0,0,0,0,177,30.193,52.12,0,5.954,8.752,0.757,0.478,0,0.696,0.239,0.108,0.259,0,0,0,0,0,0,0,0,0,0,0,0.445,80.7,"West"
"07235","Trier-Saarburg",108700,89286,87744,35065,35524,0,6769,7618,720,362,0,663,443,105,156,0,0,0,0,0,0,0,0,0,0,0,319,39.963,40.486,0,7.714,8.682,0.821,0.413,0,0.756,0.505,0.12,0.178,0,0,0,0,0,0,0,0,0,0,0,0.364,82.1,"West"
"07311","Frankenthal",34366,27133,26672,10161,11253,0,1964,2002,263,421,0,177,167,18,81,0,0,0,0,0,0,0,0,0,0,0,165,38.096,42.19,0,7.364,7.506,0.986,1.578,0,0.664,0.626,0.067,0.304,0,0,0,0,0,0,0,0,0,0,0,0.619,79,"West"
"07312","Kaiserslautern",72941,53308,52350,21161,18622,0,5123,4599,663,567,0,579,356,72,163,0,0,0,0,0,0,0,0,0,0,0,445,40.422,35.572,0,9.786,8.785,1.266,1.083,0,1.106,0.68,0.138,0.311,0,0,0,0,0,0,0,0,0,0,0,0.85,73.1,"West"
"07313","Landau in der Pfalz",31234,24544,24207,8982,8899,0,2882,2281,320,163,0,228,135,59,140,0,0,0,0,0,0,0,0,0,0,0,118,37.105,36.762,0,11.906,9.423,1.322,0.673,0,0.942,0.558,0.244,0.578,0,0,0,0,0,0,0,0,0,0,0,0.487,78.6,"West"
"07314","Ludwigshafen am Rhein",103608,79244,78007,33802,27721,0,5974,5626,1091,1593,0,734,513,91,162,0,0,0,0,0,0,0,0,0,0,0,700,43.332,35.537,0,7.658,7.212,1.399,2.042,0,0.941,0.658,0.117,0.208,0,0,0,0,0,0,0,0,0,0,0,0.897,76.5,"West"
"07315","Mainz",128322,104185,103132,37514,35986,0,14995,9837,1629,1357,0,556,151,497,126,0,0,0,0,0,0,0,0,0,0,0,484,36.375,34.893,0,14.54,9.538,1.58,1.316,0,0.539,0.146,0.482,0.122,0,0,0,0,0,0,0,0,0,0,0,0.469,81.2,"West"
"07316","Neustadt an der Weinstraße",41380,33661,33157,11007,14325,0,3452,2919,357,372,0,257,103,63,140,0,0,0,0,0,0,0,0,0,0,0,162,33.197,43.204,0,10.411,8.804,1.077,1.122,0,0.775,0.311,0.19,0.422,0,0,0,0,0,0,0,0,0,0,0,0.489,81.3,"West"
"07317","Pirmasens",35363,25697,24827,9669,10061,0,1283,1926,300,995,0,233,88,49,85,0,0,0,0,0,0,0,0,0,0,0,138,38.946,40.524,0,5.168,7.758,1.208,4.008,0,0.938,0.354,0.197,0.342,0,0,0,0,0,0,0,0,0,0,0,0.556,72.7,"West"
"07318","Speyer",36046,28375,27961,10347,10745,0,2993,2228,401,614,0,235,69,97,66,0,0,0,0,0,0,0,0,0,0,0,166,37.005,38.429,0,10.704,7.968,1.434,2.196,0,0.84,0.247,0.347,0.236,0,0,0,0,0,0,0,0,0,0,0,0.594,78.7,"West"
"07319","Worms",58584,44010,43185,17817,15988,0,3340,3737,557,612,0,423,205,44,139,0,0,0,0,0,0,0,0,0,0,0,323,41.257,37.022,0,7.734,8.653,1.29,1.417,0,0.98,0.475,0.102,0.322,0,0,0,0,0,0,0,0,0,0,0,0.748,75.1,"West"
"07320","Zweibrücken",28137,21225,20814,8904,7150,0,1448,1930,303,273,0,236,167,109,113,0,0,0,0,0,0,0,0,0,0,0,181,42.779,34.352,0,6.957,9.273,1.456,1.312,0,1.134,0.802,0.524,0.543,0,0,0,0,0,0,0,0,0,0,0,0.87,75.4,"West"
"07331","Alzey-Worms",94058,77188,75955,31993,26976,0,5786,7673,717,783,0,698,457,81,256,0,0,0,0,0,0,0,0,0,0,0,535,42.121,35.516,0,7.618,10.102,0.944,1.031,0,0.919,0.602,0.107,0.337,0,0,0,0,0,0,0,0,0,0,0,0.704,82.1,"West"
"07332","Bad Dürkheim",104090,85821,84494,32289,32083,0,7299,8644,820,1103,0,817,433,113,311,0,0,0,0,0,0,0,0,0,0,0,582,38.215,37.971,0,8.638,10.23,0.97,1.305,0,0.967,0.512,0.134,0.368,0,0,0,0,0,0,0,0,0,0,0,0.689,82.4,"West"
"07333","Donnersbergkreis",59435,46702,45853,20232,15479,0,3253,4269,519,645,0,499,448,52,138,0,0,0,0,0,0,0,0,0,0,0,319,44.124,33.758,0,7.094,9.31,1.132,1.407,0,1.088,0.977,0.113,0.301,0,0,0,0,0,0,0,0,0,0,0,0.696,78.6,"West"
"07334","Germersheim",89717,73135,71995,26320,30144,0,4948,6445,561,1373,0,616,483,248,288,0,0,0,0,0,0,0,0,0,0,0,569,36.558,41.87,0,6.873,8.952,0.779,1.907,0,0.856,0.671,0.344,0.4,0,0,0,0,0,0,0,0,0,0,0,0.79,81.5,"West"
"07335","Kaiserslautern",83229,67155,65856,26533,25995,0,4295,5438,597,849,0,652,491,104,361,0,0,0,0,0,0,0,0,0,0,0,541,40.289,39.472,0,6.522,8.257,0.907,1.289,0,0.99,0.746,0.158,0.548,0,0,0,0,0,0,0,0,0,0,0,0.821,80.7,"West"
"07336","Kusel",61943,48586,47462,24107,13925,0,2883,3582,560,984,0,503,337,55,160,0,0,0,0,0,0,0,0,0,0,0,366,50.792,29.339,0,6.074,7.547,1.18,2.073,0,1.06,0.71,0.116,0.337,0,0,0,0,0,0,0,0,0,0,0,0.771,78.4,"West"
"07337","Südliche Weinstraße",84752,70624,69278,24661,28651,0,5704,6773,680,601,0,759,518,120,361,0,0,0,0,0,0,0,0,0,0,0,450,35.597,41.357,0,8.233,9.777,0.982,0.868,0,1.096,0.748,0.173,0.521,0,0,0,0,0,0,0,0,0,0,0,0.65,83.3,"West"
"07338","Rhein-Pfalz-Kreis",112884,95757,94490,35684,38017,0,7563,8742,775,1439,0,885,331,122,237,0,0,0,0,0,0,0,0,0,0,0,695,37.765,40.234,0,8.004,9.252,0.82,1.523,0,0.937,0.35,0.129,0.251,0,0,0,0,0,0,0,0,0,0,0,0.736,84.8,"West"
"07339","Mainz-Bingen",148612,124633,123220,47885,45487,0,12196,12933,1300,1050,0,927,322,287,216,0,0,0,0,0,0,0,0,0,0,0,617,38.861,36.915,0,9.898,10.496,1.055,0.852,0,0.752,0.261,0.233,0.175,0,0,0,0,0,0,0,0,0,0,0,0.501,83.9,"West"
"07340","Südwestpfalz",82642,68176,66649,23365,29532,0,3735,6084,608,1326,0,723,376,125,268,0,0,0,0,0,0,0,0,0,0,0,507,35.057,44.31,0,5.604,9.128,0.912,1.99,0,1.085,0.564,0.188,0.402,0,0,0,0,0,0,0,0,0,0,0,0.761,82.5,"West"
"08111","Stuttgart",357253,289509,286544,102231,100542,0,46344,24489,4093,2762,843,1453,492,371,680,389,0,0,114,173,0,0,0,0,0,231,1337,35.677,35.088,0,16.173,8.546,1.428,0.964,0.294,0.507,0.172,0.129,0.237,0.136,0,0,0.04,0.06,0,0,0,0,0,0.081,0.467,81,"West"
"08115","Böblingen",246593,205778,203735,67435,85673,0,23287,18133,1668,2085,418,1003,486,243,1751,319,0,0,100,42,0,0,0,0,0,139,953,33.099,42.051,0,11.43,8.9,0.819,1.023,0.205,0.492,0.239,0.119,0.859,0.157,0,0,0.049,0.021,0,0,0,0,0,0.068,0.468,83.4,"West"
"08116","Esslingen",348818,292147,289343,98927,120507,0,33745,23135,2250,4385,504,1480,534,412,1399,448,0,0,184,48,0,0,0,0,0,228,1157,34.19,41.648,0,11.663,7.996,0.778,1.516,0.174,0.512,0.185,0.142,0.484,0.155,0,0,0.064,0.017,0,0,0,0,0,0.079,0.4,83.8,"West"
"08117","Göppingen",179165,145541,143814,51212,60611,0,14678,10822,1068,2363,142,750,345,181,669,251,0,0,94,27,0,0,0,0,0,133,468,35.61,42.145,0,10.206,7.525,0.743,1.643,0.099,0.522,0.24,0.126,0.465,0.175,0,0,0.065,0.019,0,0,0,0,0,0.092,0.325,81.2,"West"
"08118","Ludwigsburg",342077,286672,283597,99861,112909,0,34411,23200,2641,3972,853,1306,562,339,1520,435,0,0,159,70,0,0,0,0,0,284,1075,35.212,39.813,0,12.134,8.181,0.931,1.401,0.301,0.461,0.198,0.12,0.536,0.153,0,0,0.056,0.025,0,0,0,0,0,0.1,0.379,83.8,"West"
"08119","Rems-Murr-Kreis",286027,235041,232662,77616,96998,0,27372,19724,1915,2899,384,980,537,410,1751,363,0,0,127,56,0,0,0,0,0,219,1311,33.36,41.691,0,11.765,8.478,0.823,1.246,0.165,0.421,0.231,0.176,0.753,0.156,0,0,0.055,0.024,0,0,0,0,0,0.094,0.563,82.2,"West"
"08121","Heilbronn",77645,60173,59244,22256,24425,0,5077,4612,582,1075,104,216,137,128,162,101,0,0,25,12,0,0,0,0,0,58,274,37.567,41.228,0,8.57,7.785,0.982,1.815,0.176,0.365,0.231,0.216,0.273,0.17,0,0,0.042,0.02,0,0,0,0,0,0.098,0.462,77.5,"West"
"08125","Heilbronn",226921,186539,184228,63158,80661,0,15700,15480,1417,3063,325,789,638,436,1009,379,0,0,128,30,0,0,0,0,0,212,803,34.283,43.783,0,8.522,8.403,0.769,1.663,0.176,0.428,0.346,0.237,0.548,0.206,0,0,0.069,0.016,0,0,0,0,0,0.115,0.436,82.2,"West"
"08126","Hohenlohekreis",79196,63598,62732,19222,28837,0,5349,6229,548,745,84,246,353,114,499,119,0,0,44,9,0,0,0,0,0,86,248,30.641,45.969,0,8.527,9.93,0.874,1.188,0.134,0.392,0.563,0.182,0.795,0.19,0,0,0.07,0.014,0,0,0,0,0,0.137,0.395,80.3,"West"
"08127","Schwäbisch Hall",138993,107045,105404,34335,44169,0,11817,9453,950,1491,120,456,459,293,1148,187,0,0,73,15,0,0,0,0,0,96,342,32.575,41.904,0,11.211,8.968,0.901,1.415,0.114,0.433,0.435,0.278,1.089,0.177,0,0,0.069,0.014,0,0,0,0,0,0.091,0.324,77,"West"
"08128","Main-Tauber-Kreis",104010,84908,83650,23470,44014,0,6781,5640,548,1066,72,344,259,421,378,161,0,0,64,19,0,0,0,0,0,96,317,28.057,52.617,0,8.106,6.742,0.655,1.274,0.086,0.411,0.31,0.503,0.452,0.192,0,0,0.077,0.023,0,0,0,0,0,0.115,0.379,81.6,"West"
"08135","Heidenheim",96978,78431,77212,29707,32741,0,6361,4711,627,1054,77,206,165,317,368,126,0,0,48,11,0,0,0,0,0,76,617,38.475,42.404,0,8.238,6.101,0.812,1.365,0.1,0.267,0.214,0.411,0.477,0.163,0,0,0.062,0.014,0,0,0,0,0,0.098,0.799,80.9,"West"
"08136","Ostalbkreis",228049,184528,181844,60702,86826,0,15627,11145,1134,2165,234,566,477,333,1031,295,0,0,127,23,0,0,0,0,0,166,993,33.381,47.748,0,8.594,6.129,0.624,1.191,0.129,0.311,0.262,0.183,0.567,0.162,0,0,0.07,0.013,0,0,0,0,0,0.091,0.546,80.9,"West"
"08211","Baden-Baden",39771,31629,31205,9871,13779,0,3506,2873,337,192,50,157,96,35,81,29,0,0,13,4,0,0,0,0,0,47,135,31.633,44.156,0,11.235,9.207,1.08,0.615,0.16,0.503,0.308,0.112,0.26,0.093,0,0,0.042,0.013,0,0,0,0,0,0.151,0.433,79.5,"West"
"08212","Karlsruhe",196039,155007,152400,56668,53969,0,21976,12823,2373,764,257,607,698,229,512,176,0,0,74,55,0,0,0,0,0,139,1080,37.184,35.413,0,14.42,8.414,1.557,0.501,0.169,0.398,0.458,0.15,0.336,0.115,0,0,0.049,0.036,0,0,0,0,0,0.091,0.709,79.1,"West"
"08215","Karlsruhe",310145,255153,251895,86626,113402,0,21187,19627,1924,2064,347,1362,844,227,1316,452,0,0,237,55,0,0,0,0,0,259,1966,34.39,45.02,0,8.411,7.792,0.764,0.819,0.138,0.541,0.335,0.09,0.522,0.179,0,0,0.094,0.022,0,0,0,0,0,0.103,0.78,82.3,"West"
"08216","Rastatt",164437,130931,128742,44137,60280,0,10266,9008,929,1387,159,715,381,136,295,205,0,0,79,25,0,0,0,0,0,148,592,34.283,46.822,0,7.974,6.997,0.722,1.077,0.124,0.555,0.296,0.106,0.229,0.159,0,0,0.061,0.019,0,0,0,0,0,0.115,0.46,79.6,"West"
"08221","Heidelberg",93086,76177,75480,24804,24322,0,17292,6271,1375,250,131,213,151,136,121,74,0,0,33,17,0,0,0,0,0,36,254,32.862,32.223,0,22.909,8.308,1.822,0.331,0.174,0.282,0.2,0.18,0.16,0.098,0,0,0.044,0.023,0,0,0,0,0,0.048,0.337,81.8,"West"
"08222","Mannheim",198538,150891,148916,61488,51258,0,17796,10594,2421,1364,380,819,520,97,359,287,0,0,55,39,0,0,0,0,0,172,1267,41.29,34.421,0,11.95,7.114,1.626,0.916,0.255,0.55,0.349,0.065,0.241,0.193,0,0,0.037,0.026,0,0,0,0,0,0.116,0.851,76,"West"
"08225","Neckar-Odenwald-Kreis",109646,87964,86478,27447,43811,0,5892,5543,624,1071,91,398,255,277,328,180,0,0,74,16,0,0,0,0,0,98,373,31.739,50.661,0,6.813,6.41,0.722,1.238,0.105,0.46,0.295,0.32,0.379,0.208,0,0,0.086,0.019,0,0,0,0,0,0.113,0.431,80.2,"West"
"08226","Rhein-Neckar-Kreis",384739,321410,317544,113759,130336,0,35157,25398,2965,2386,694,1491,1112,366,836,567,0,0,186,50,0,0,0,0,0,297,1944,35.825,41.045,0,11.072,7.998,0.934,0.751,0.219,0.47,0.35,0.115,0.263,0.179,0,0,0.059,0.016,0,0,0,0,0,0.094,0.612,83.5,"West"
"08231","Pforzheim",78919,59792,58680,19215,27423,0,4768,4655,589,569,117,292,216,45,280,115,0,0,21,16,0,0,0,0,0,56,303,32.745,46.733,0,8.125,7.933,1.004,0.97,0.199,0.498,0.368,0.077,0.477,0.196,0,0,0.036,0.027,0,0,0,0,0,0.095,0.516,75.8,"West"
"08235","Calw",108966,87785,86651,25535,40946,0,8183,7000,681,1025,152,477,280,133,1407,182,0,0,74,22,0,0,0,0,0,111,443,29.469,47.254,0,9.444,8.078,0.786,1.183,0.175,0.55,0.323,0.153,1.624,0.21,0,0,0.085,0.025,0,0,0,0,0,0.128,0.511,80.6,"West"
"08236","Enzkreis",137451,113954,112580,39869,47156,0,10604,9293,845,1329,166,604,309,128,1174,225,0,0,83,14,0,0,0,0,0,132,649,35.414,41.887,0,9.419,8.255,0.751,1.18,0.147,0.537,0.274,0.114,1.043,0.2,0,0,0.074,0.012,0,0,0,0,0,0.117,0.576,82.9,"West"
"08237","Freudenstadt",86632,68778,67779,19747,33748,0,5589,5180,564,763,80,335,193,100,926,106,0,0,59,17,0,0,0,0,0,93,279,29.134,49.791,0,8.246,7.642,0.832,1.126,0.118,0.494,0.285,0.148,1.366,0.156,0,0,0.087,0.025,0,0,0,0,0,0.137,0.412,79.4,"West"
"08311","Freiburg im Breisgau",139874,113176,112093,37487,30513,0,32143,7170,2326,464,182,477,246,185,220,123,0,0,75,12,0,0,0,0,0,86,384,33.443,27.221,0,28.675,6.396,2.075,0.414,0.162,0.426,0.219,0.165,0.196,0.11,0,0,0.067,0.011,0,0,0,0,0,0.077,0.343,80.9,"West"
"08315","Breisgau-Hochschwarzwald",178951,147833,146045,48554,57828,0,22649,11583,1303,868,237,745,299,229,597,249,0,0,157,28,0,0,0,0,0,169,550,33.246,39.596,0,15.508,7.931,0.892,0.594,0.162,0.51,0.205,0.157,0.409,0.17,0,0,0.108,0.019,0,0,0,0,0,0.116,0.377,82.6,"West"
"08316","Emmendingen",114634,93361,91997,34770,34756,0,12346,6504,849,593,102,521,253,119,278,139,0,0,137,13,0,0,0,0,0,159,458,37.795,37.779,0,13.42,7.07,0.923,0.645,0.111,0.566,0.275,0.129,0.302,0.151,0,0,0.149,0.014,0,0,0,0,0,0.173,0.498,81.4,"West"
"08317","Ortenaukreis",303619,239421,234797,77559,107308,0,22335,16352,1829,2347,314,1013,532,234,801,450,0,0,299,49,0,0,0,0,0,1613,1762,33.032,45.702,0,9.512,6.964,0.779,1,0.134,0.431,0.227,0.1,0.341,0.192,0,0,0.127,0.021,0,0,0,0,0,0.687,0.75,78.9,"West"
"08325","Rottweil",102879,82312,81145,24033,40613,0,6239,6044,648,916,129,397,252,478,550,135,0,0,117,26,0,0,0,0,0,158,410,29.617,50.05,0,7.689,7.448,0.799,1.129,0.159,0.489,0.311,0.589,0.678,0.166,0,0,0.144,0.032,0,0,0,0,0,0.195,0.505,80,"West"
