"KRS","KRS_Name","Einwohner","Wahlberechtigte","Wähler","Gültige","CDU","SPD","FDP","DIE.LINKE","GRÜNE","CSU","PIRATEN","NPD","Tierschutzpartei","REP","ÖDP","FAMILIE","Bündnis.21.RRP","RENTNER","BP","PBC","BüSo","DIE.VIOLETTEN","MLPD","Volksabstimmung","PSG","AfD","BIG","pro.Deutschland","DIE.RECHTE","DIE.FRAUEN","FREIE.WÄHLER","Partei.der.Nichtwähler","PARTEI.DER.VERNUNFT","Die.PARTEI","CDU_rel","SPD_rel","FDP_rel","DIE.LINKE_rel","GRÜNE_rel","CSU_rel","PIRATEN_rel","NPD_rel","Tierschutzpartei_rel","REP_rel","ÖDP_rel","FAMILIE_rel","Bündnis.21.RRP_rel","RENTNER_rel","BP_rel","PBC_rel","BüSo_rel","DIE.VIOLETTEN_rel","MLPD_rel","Volksabstimmung_rel","PSG_rel","AfD_rel","BIG_rel","pro.Deutschland_rel","DIE.RECHTE_rel","DIE.FRAUEN_rel","FREIE.WÄHLER_rel","Partei.der.Nichtwähler_rel","PARTEI.DER.VERNUNFT_rel","Die.PARTEI_rel","Wahlbeteiligung","ost_west"
"07335","Kaiserslautern","104288",81916,59776,58597,24478,17462,2590,3851,3436,0,1255,993,0,243,115,0,0,0,0,0,0,0,19,0,0,2534,0,147,0,0,1289,0,185,0,41.773,29.8,4.42,6.572,5.864,0,2.142,1.695,0,0.415,0.196,0,0,0,0,0,0,0,0.032,0,0,4.324,0,0.251,0,0,2.2,0,0.316,0,72.9723131012257,"West"
"07336","Kusel","70883",58590,42489,41571,13695,15149,1497,3774,2411,0,974,840,0,193,68,0,0,0,0,0,0,0,13,0,0,1915,0,129,0,0,755,0,158,0,32.944,36.441,3.601,9.078,5.8,0,2.343,2.021,0,0.464,0.164,0,0,0,0,0,0,0,0.031,0,0,4.607,0,0.31,0,0,1.816,0,0.38,0,72.5192012288786,"West"
"07337","Südliche Weinstraße","109735",87379,65834,64576,28088,16709,4356,3049,5252,0,1623,709,0,346,253,0,0,0,0,0,0,0,44,0,0,2943,0,170,0,0,873,0,161,0,43.496,25.875,6.746,4.722,8.133,0,2.513,1.098,0,0.536,0.392,0,0,0,0,0,0,0,0.068,0,0,4.557,0,0.263,0,0,1.352,0,0.249,0,75.3430458119228,"West"
"07338","Rhein-Pfalz-Kreis","150051",116419,91082,89596,39154,23474,5104,3879,6778,0,2107,1051,0,818,202,0,0,0,0,0,0,0,44,0,0,5003,0,196,0,0,1489,0,297,0,43.701,26.2,5.697,4.329,7.565,0,2.352,1.173,0,0.913,0.225,0,0,0,0,0,0,0,0.049,0,0,5.584,0,0.219,0,0,1.662,0,0.331,0,78.2363703519185,"West"
"07339","Mainz-Bingen","204514",156932,123146,121483,50192,33011,8034,5827,12269,0,2584,954,0,321,521,0,0,0,0,0,0,0,35,0,0,5957,0,237,0,0,1189,0,352,0,41.316,27.173,6.613,4.797,10.099,0,2.127,0.785,0,0.264,0.429,0,0,0,0,0,0,0,0.029,0,0,4.904,0,0.195,0,0,0.979,0,0.29,0,78.4709300843678,"West"
"07340","Südwestpfalz","96410",80288,61230,59621,27417,15775,3254,3390,2703,0,1405,1060,0,568,111,0,0,0,0,0,0,0,20,0,0,2421,0,134,0,0,1127,0,236,0,45.985,26.459,5.458,5.686,4.534,0,2.357,1.778,0,0.953,0.186,0,0,0,0,0,0,0,0.034,0,0,4.061,0,0.225,0,0,1.89,0,0.396,0,76.2629533678757,"West"
"08111","Stuttgart","612441",374255,286901,284541,109117,62235,21468,18334,44875,0,7798,1305,1706,703,910,0,0,625,0,305,123,0,322,294,0,12328,391,150,0,0,1377,0,175,0,38.348,21.872,7.545,6.443,15.771,0,2.741,0.459,0.6,0.247,0.32,0,0,0.22,0,0.107,0.043,0,0.113,0.103,0,4.333,0.137,0.053,0,0,0.484,0,0.062,0,76.6592296696103,"West"
"08115","Böblingen","374279",257273,199107,197157,92379,39249,14123,8527,20443,0,4333,1793,1408,623,539,0,0,347,0,644,85,0,169,465,0,10218,191,171,0,0,1332,0,118,0,46.856,19.907,7.163,4.325,10.369,0,2.198,0.909,0.714,0.316,0.273,0,0,0.176,0,0.327,0.043,0,0.086,0.236,0,5.183,0.097,0.087,0,0,0.676,0,0.06,0,77.3913313872812,"West"
"08116","Esslingen","516779",362586,281795,279082,126797,58263,18132,12102,33088,0,6273,2011,2266,2560,772,0,0,616,0,504,28,0,164,463,0,12882,248,206,0,0,1521,0,186,0,45.434,20.877,6.497,4.336,11.856,0,2.248,0.721,0.812,0.917,0.277,0,0,0.221,0,0.181,0.01,0,0.059,0.166,0,4.616,0.089,0.074,0,0,0.545,0,0.067,0,77.7181137716293,"West"
"08117","Göppingen","250117",179130,132632,131103,60058,28435,7646,5569,13275,0,2629,1599,1000,552,403,0,0,289,0,240,17,0,67,198,0,8259,129,93,0,0,530,0,115,0,45.81,21.689,5.832,4.248,10.126,0,2.005,1.22,0.763,0.421,0.307,0,0,0.22,0,0.183,0.013,0,0.051,0.151,0,6.3,0.098,0.071,0,0,0.404,0,0.088,0,74.0423156366884,"West"
"08118","Ludwigsburg","526377",361623,281035,278259,123692,59442,18463,12519,31878,0,6094,2419,2023,1088,1013,0,0,940,0,656,40,0,193,387,0,14563,224,256,0,0,2117,0,252,0,44.452,21.362,6.635,4.499,11.456,0,2.19,0.869,0.727,0.391,0.364,0,0,0.338,0,0.236,0.014,0,0.069,0.139,0,5.234,0.081,0.092,0,0,0.761,0,0.091,0,77.7149130448008,"West"
"08119","Rems-Murr-Kreis","414016",294420,225318,223023,101413,44874,16819,9993,22592,0,4720,2529,1800,921,784,0,0,859,0,920,28,0,147,511,0,12893,121,167,0,0,750,0,182,0,45.472,20.121,7.541,4.481,10.13,0,2.116,1.134,0.807,0.413,0.352,0,0,0.385,0,0.413,0.013,0,0.066,0.229,0,5.781,0.054,0.075,0,0,0.336,0,0.082,0,76.5294477277359,"West"
"08121","Heilbronn","119841",78215,53655,52964,22528,12353,3669,3055,5002,0,1211,649,354,196,166,0,0,154,0,70,9,0,64,78,0,2916,119,109,0,0,213,0,49,0,42.535,23.323,6.927,5.768,9.444,0,2.286,1.225,0.668,0.37,0.313,0,0,0.291,0,0.132,0.017,0,0.121,0.147,0,5.506,0.225,0.206,0,0,0.402,0,0.093,0,68.599373521703,"West"
"08125","Heilbronn","329250",238537,179031,176896,82678,37325,11734,7429,15175,0,3861,2884,1325,732,814,0,0,602,0,514,79,0,75,344,0,9742,303,228,0,0,872,0,180,0,46.738,21.1,6.633,4.2,8.578,0,2.183,1.63,0.749,0.414,0.46,0,0,0.34,0,0.291,0.045,0,0.042,0.194,0,5.507,0.171,0.129,0,0,0.493,0,0.102,0,75.0537652439663,"West"
"08126","Hohenlohekreis","108816",82210,59415,58670,28963,11160,3777,2575,5136,0,1311,903,424,242,245,0,0,195,0,199,9,0,11,86,0,3040,30,54,0,0,241,0,69,0,49.366,19.022,6.438,4.389,8.754,0,2.235,1.539,0.723,0.412,0.418,0,0,0.332,0,0.339,0.015,0,0.019,0.147,0,5.182,0.051,0.092,0,0,0.411,0,0.118,0,72.2722296557596,"West"
"08127","Schwäbisch Hall","188974",142174,98974,97563,43872,20070,6578,4960,10505,0,2060,1216,719,355,943,0,0,247,0,375,14,0,70,192,0,4759,64,92,0,0,367,0,105,0,44.968,20.571,6.742,5.084,10.767,0,2.111,1.246,0.737,0.364,0.967,0,0,0.253,0,0.384,0.014,0,0.072,0.197,0,4.878,0.066,0.094,0,0,0.376,0,0.108,0,69.6146974833654,"West"
"08128","Main-Tauber-Kreis","130299",103412,76489,75422,39181,14441,3965,3085,5825,0,1522,987,540,361,685,0,0,209,0,96,9,0,14,125,0,3728,21,68,0,0,482,0,78,0,51.949,19.147,5.257,4.09,7.723,0,2.018,1.309,0.716,0.479,0.908,0,0,0.277,0,0.127,0.012,0,0.019,0.166,0,4.943,0.028,0.09,0,0,0.639,0,0.103,0,73.9653038332109,"West"
"08135","Heidenheim","128894",95364,68801,67901,30553,16264,3066,3761,6167,0,1432,929,476,522,414,0,0,234,0,161,5,0,31,142,0,3209,56,88,0,0,340,0,51,0,44.996,23.953,4.515,5.539,9.082,0,2.109,1.368,0.701,0.769,0.61,0,0,0.345,0,0.237,0.007,0,0.046,0.209,0,4.726,0.082,0.13,0,0,0.501,0,0.075,0,72.1456734197391,"West"
"08136","Ostalbkreis","308205",230348,170614,168476,87140,35007,8129,6846,13941,0,3310,2078,1104,752,458,0,0,399,0,382,28,0,63,273,0,7581,76,132,0,0,599,0,178,0,51.723,20.779,4.825,4.063,8.275,0,1.965,1.233,0.655,0.446,0.272,0,0,0.237,0,0.227,0.017,0,0.037,0.162,0,4.5,0.045,0.078,0,0,0.356,0,0.106,0,74.0679319985413,"West"
"08211","Baden-Baden","53342",39375,28352,28042,13257,5361,2320,1226,3072,0,467,176,200,46,50,0,0,67,0,34,2,0,6,43,0,1547,8,19,0,0,115,0,26,0,47.276,19.118,8.273,4.372,10.955,0,1.665,0.628,0.713,0.164,0.178,0,0,0.239,0,0.121,0.007,0,0.021,0.153,0,5.517,0.029,0.068,0,0,0.41,0,0.093,0,72.0050793650794,"West"
"08212","Karlsruhe","300051",205735,150050,148606,55791,33785,8978,8933,22263,0,6009,853,1111,352,423,0,0,250,0,205,34,0,93,185,0,8334,77,90,0,0,724,0,116,0,37.543,22.735,6.041,6.011,14.981,0,4.044,0.574,0.748,0.237,0.285,0,0,0.168,0,0.138,0.023,0,0.063,0.124,0,5.608,0.052,0.061,0,0,0.487,0,0.078,0,72.9336282110482,"West"
"08215","Karlsruhe","431315",323219,243561,240431,114252,49416,14072,9894,21706,0,5891,2251,2078,1471,504,0,0,608,0,610,29,0,74,414,0,14514,108,302,0,0,1974,0,263,0,47.52,20.553,5.853,4.115,9.028,0,2.45,0.936,0.864,0.612,0.21,0,0,0.253,0,0.254,0.012,0,0.031,0.172,0,6.037,0.045,0.126,0,0,0.821,0,0.109,0,75.354790405267,"West"
"08216","Rastatt","224687",168180,119807,117915,58495,24682,6116,4829,10151,0,2439,1233,876,330,230,0,0,313,0,140,10,0,48,286,0,6850,38,102,0,0,636,0,111,0,49.608,20.932,5.187,4.095,8.609,0,2.068,1.046,0.743,0.28,0.195,0,0,0.265,0,0.119,0.008,0,0.041,0.243,0,5.809,0.032,0.087,0,0,0.539,0,0.094,0,71.2373647282673,"West"
"08221","Heidelberg","154715",97398,74750,74107,24637,16943,5349,5134,14020,0,2534,326,427,76,223,0,0,98,0,70,4,0,24,64,0,3858,32,22,0,0,214,0,52,0,33.245,22.863,7.218,6.928,18.919,0,3.419,0.44,0.576,0.103,0.301,0,0,0.132,0,0.094,0.005,0,0.032,0.086,0,5.206,0.043,0.03,0,0,0.289,0,0.07,0,76.7469557896466,"West"
"08222","Mannheim","299844",198525,137796,135744,47598,37367,7427,10227,15047,0,4287,1585,1378,514,278,0,0,497,0,162,27,0,120,277,0,8148,104,136,0,0,465,0,100,0,35.065,27.528,5.471,7.534,11.085,0,3.158,1.168,1.015,0.379,0.205,0,0,0.366,0,0.119,0.02,0,0.088,0.204,0,6.002,0.077,0.1,0,0,0.343,0,0.074,0,69.4098979977333,"West"
"08225","Neckar-Odenwald-Kreis","141651",110012,79096,77824,40335,15828,3991,3294,5159,0,1527,1036,659,254,345,0,0,177,0,117,15,0,20,174,0,4266,54,81,0,0,429,0,63,0,51.828,20.338,5.128,4.233,6.629,0,1.962,1.331,0.847,0.326,0.443,0,0,0.227,0,0.15,0.019,0,0.026,0.224,0,5.482,0.069,0.104,0,0,0.551,0,0.081,0,71.8976111696906,"West"
"08226","Rhein-Neckar-Kreis","534729",398436,302747,298755,127779,69289,19335,14162,29658,0,7382,3424,2631,1084,723,0,0,729,0,384,33,0,65,507,0,18806,168,241,0,0,2079,0,276,0,42.77,23.193,6.472,4.74,9.927,0,2.471,1.146,0.881,0.363,0.242,0,0,0.244,0,0.129,0.011,0,0.022,0.17,0,6.295,0.056,0.081,0,0,0.696,0,0.092,0,75.9838468411489,"West"
"08231","Pforzheim","119291",77695,50530,49727,22131,10114,3322,2787,4191,0,1141,708,434,175,76,0,0,161,0,102,4,0,15,108,0,3852,33,49,0,0,277,0,47,0,44.505,20.339,6.68,5.605,8.428,0,2.295,1.424,0.873,0.352,0.153,0,0,0.324,0,0.205,0.008,0,0.03,0.217,0,7.746,0.066,0.099,0,0,0.557,0,0.095,0,65.0363601261342,"West"
"08235","Calw","152766",110794,82564,81559,41386,14372,5033,3407,6433,0,1567,878,635,423,266,0,0,236,0,451,12,0,29,158,0,5432,62,73,0,0,640,0,66,0,50.744,17.622,6.171,4.177,7.888,0,1.921,1.077,0.779,0.519,0.326,0,0,0.289,0,0.553,0.015,0,0.036,0.194,0,6.66,0.076,0.09,0,0,0.785,0,0.081,0,74.5202808816362,"West"
"08236","Enzkreis","193728",142281,108961,107669,48866,21674,7849,4461,9890,0,2264,1417,890,438,313,0,0,299,0,496,11,0,23,209,0,7527,65,127,0,0,737,0,113,0,45.385,20.13,7.29,4.143,9.186,0,2.103,1.316,0.827,0.407,0.291,0,0,0.278,0,0.461,0.01,0,0.021,0.194,0,6.991,0.06,0.118,0,0,0.685,0,0.105,0,76.5815534048819,"West"
"08237","Freudenstadt","115147",86885,62587,61711,31877,10913,4161,2541,4513,0,1075,811,360,481,258,0,0,174,0,345,9,0,10,99,0,3581,26,49,0,0,377,0,51,0,51.655,17.684,6.743,4.118,7.313,0,1.742,1.314,0.583,0.779,0.418,0,0,0.282,0,0.559,0.015,0,0.016,0.16,0,5.803,0.042,0.079,0,0,0.611,0,0.083,0,72.034298210278,"West"
"08311","Freiburg im Breisgau","222203",154522,117575,116489,36179,26740,5360,10702,25785,0,4037,439,1021,149,488,0,0,255,0,170,15,0,72,158,0,4303,38,63,0,0,440,0,75,0,31.058,22.955,4.601,9.187,22.135,0,3.466,0.377,0.876,0.128,0.419,0,0,0.219,0,0.146,0.013,0,0.062,0.136,0,3.694,0.033,0.054,0,0,0.378,0,0.064,0,76.0894888753705,"West"
"08315","Breisgau-Hochschwarzwald","252749",189733,145292,143596,65741,28943,8173,6767,20004,0,2715,914,1217,397,477,0,0,353,0,388,23,0,23,343,0,6156,48,93,0,0,695,0,126,0,45.782,20.156,5.692,4.713,13.931,0,1.891,0.637,0.848,0.276,0.332,0,0,0.246,0,0.27,0.016,0,0.016,0.239,0,4.287,0.033,0.065,0,0,0.484,0,0.088,0,76.5770846399941,"West"
"08316","Emmendingen","159708",121495,90529,89206,39278,19588,4443,4255,11779,0,2272,652,954,265,762,0,0,212,0,236,15,0,20,227,0,3723,19,64,0,0,373,0,69,0,44.031,21.958,4.981,4.77,13.204,0,2.547,0.731,1.069,0.297,0.854,0,0,0.238,0,0.265,0.017,0,0.022,0.254,0,4.173,0.021,0.072,0,0,0.418,0,0.077,0,74.5125313798922,"West"
"08317","Ortenaukreis","415639",314830,220217,216290,104576,42267,12082,9903,22912,0,4605,1924,1860,499,703,0,0,493,0,392,27,0,41,486,0,11694,42,122,0,0,1284,0,378,0,48.35,19.542,5.586,4.579,10.593,0,2.129,0.89,0.86,0.231,0.325,0,0,0.228,0,0.181,0.012,0,0.019,0.225,0,5.407,0.019,0.056,0,0,0.594,0,0.175,0,69.9479083950068,"West"
"08325","Rottweil","135912",103229,74630,73416,37728,12867,4437,2769,5262,0,1304,1200,514,233,976,0,0,230,0,183,16,0,13,192,0,4762,23,57,0,0,558,0,92,0,51.389,17.526,6.044,3.772,7.167,0,1.776,1.635,0.7,0.317,1.329,0,0,0.313,0,0.249,0.022,0,0.018,0.262,0,6.486,0.031,0.078,0,0,0.76,0,0.125,0,72.295575855622,"West"
"08326","Schwarzwald-Baar-Kreis","206116",150608,107563,105940,52303,20138,6297,4480,9526,0,2078,1655,846,191,347,0,0,316,0,440,15,0,57,211,0,5846,33,70,0,0,989,0,102,0,49.37,19.009,5.944,4.229,8.992,0,1.961,1.562,0.799,0.18,0.328,0,0,0.298,0,0.415,0.014,0,0.054,0.199,0,5.518,0.031,0.066,0,0,0.934,0,0.096,0,71.4191809200043,"West"
"08327","Tuttlingen","134607",96012,68819,67752,35270,11890,4588,2832,5123,0,1278,880,454,180,274,0,0,188,0,178,11,0,16,161,0,3452,31,42,0,0,825,0,79,0,52.058,17.549,6.772,4.18,7.561,0,1.886,1.299,0.67,0.266,0.404,0,0,0.277,0,0.263,0.016,0,0.024,0.238,0,5.095,0.046,0.062,0,0,1.218,0,0.117,0,71.6774986460026,"West"
"08335","Konstanz","275785",202393,147557,145816,63563,29504,10735,7295,18446,0,3190,1116,1180,199,661,0,0,335,0,230,20,0,43,384,0,8027,49,89,0,0,649,0,101,0,43.591,20.234,7.362,5.003,12.65,0,2.188,0.765,0.809,0.136,0.453,0,0,0.23,0,0.158,0.014,0,0.029,0.263,0,5.505,0.034,0.061,0,0,0.445,0,0.069,0,72.9061775851932,"West"
"08336","Lörrach","223692",162569,114355,112800,48679,24930,6324,5513,13853,0,2630,1137,959,404,296,0,0,327,0,425,14,0,41,386,0,6075,46,88,0,0,570,0,103,0,43.155,22.101,5.606,4.887,12.281,0,2.332,1.008,0.85,0.358,0.262,0,0,0.29,0,0.377,0.012,0,0.036,0.342,0,5.386,0.041,0.078,0,0,0.505,0,0.091,0,70.3424392104276,"West"
"08337","Waldshut","165211",119277,84187,82932,41906,15636,4668,3461,7982,0,1520,653,537,556,474,0,0,199,0,164,14,0,21,232,0,4096,36,60,0,0,655,0,62,0,50.531,18.854,5.629,4.173,9.625,0,1.833,0.787,0.648,0.67,0.572,0,0,0.24,0,0.198,0.017,0,0.025,0.28,0,4.939,0.043,0.072,0,0,0.79,0,0.075,0,70.5810843666424,"West"
"08415","Reutlingen","278031",199091,150014,148022,68394,28558,10441,7089,16195,0,3267,1517,962,543,505,0,0,346,0,314,23,0,139,324,0,8245,71,104,0,0,875,0,110,0,46.205,19.293,7.054,4.789,10.941,0,2.207,1.025,0.65,0.367,0.341,0,0,0.234,0,0.212,0.016,0,0.094,0.219,0,5.57,0.048,0.07,0,0,0.591,0,0.074,0,75.3494633107473,"West"
"08416","Tübingen","218355",156792,123896,122791,49235,25676,6728,8483,19986,0,3388,894,838,323,527,0,0,208,0,293,21,0,80,203,0,5288,66,73,0,0,389,0,92,0,40.097,20.91,5.479,6.908,16.276,0,2.759,0.728,0.682,0.263,0.429,0,0,0.169,0,0.239,0.017,0,0.065,0.165,0,4.307,0.054,0.059,0,0,0.317,0,0.075,0,79.0193377213123,"West"
"08417","Zollernalbkreis","186360",139507,99595,98238,49690,18019,5811,4511,7682,0,2217,1609,800,429,332,0,0,253,0,252,28,0,185,239,0,5177,39,106,0,0,734,0,125,0,50.581,18.342,5.915,4.592,7.82,0,2.257,1.638,0.814,0.437,0.338,0,0,0.258,0,0.257,0.029,0,0.188,0.243,0,5.27,0.04,0.108,0,0,0.747,0,0.127,0,71.3906829048005,"West"
"08421","Ulm","120714",81980,60551,60010,24549,14107,3352,3348,7900,0,1868,460,440,128,242,0,0,142,0,80,10,0,69,110,0,2733,39,44,0,0,346,0,43,0,40.908,23.508,5.586,5.579,13.164,0,3.113,0.767,0.733,0.213,0.403,0,0,0.237,0,0.133,0.017,0,0.115,0.183,0,4.554,0.065,0.073,0,0,0.577,0,0.072,0,73.8606977311539,"West"
"08425","Alb-Donau-Kreis","189129",138722,106648,105458,55821,19325,5310,3739,9123,0,2207,1287,718,425,482,0,0,280,0,264,36,0,45,232,0,5106,56,103,0,0,801,0,98,0,52.932,18.325,5.035,3.545,8.651,0,2.093,1.22,0.681,0.403,0.457,0,0,0.266,0,0.25,0.034,0,0.043,0.22,0,4.842,0.053,0.098,0,0,0.76,0,0.093,0,76.8789377315783,"West"
"08426","Biberach","190438",142958,106307,104868,59140,15723,5104,3478,9322,0,2198,917,714,543,904,0,0,285,0,181,24,0,15,246,0,4481,51,88,0,0,1338,0,116,0,56.395,14.993,4.867,3.317,8.889,0,2.096,0.874,0.681,0.518,0.862,0,0,0.272,0,0.173,0.023,0,0.014,0.235,0,4.273,0.049,0.084,0,0,1.276,0,0.111,0,74.3624001454973,"West"
"08435","Bodenseekreis","209386",155758,117899,116578,56218,21528,7527,5181,13799,0,2396,969,854,267,825,0,0,246,0,144,19,0,49,335,0,5242,34,69,0,0,788,0,88,0,48.224,18.467,6.457,4.444,11.837,0,2.055,0.831,0.733,0.229,0.708,0,0,0.211,0,0.124,0.016,0,0.042,0.287,0,4.497,0.029,0.059,0,0,0.676,0,0.075,0,75.6937043362139,"West"
"08436","Ravensburg","275339",205820,151288,149726,75678,25357,7794,6367,18136,0,3142,1309,1062,474,2244,0,0,328,0,259,27,0,65,347,0,5791,44,102,0,0,1079,0,121,0,50.544,16.936,5.206,4.252,12.113,0,2.098,0.874,0.709,0.317,1.499,0,0,0.219,0,0.173,0.018,0,0.043,0.232,0,3.868,0.029,0.068,0,0,0.721,0,0.081,0,73.5050043727529,"West"
"08437","Sigmaringen","127716",96517,69979,68944,37883,10766,3621,2633,6474,0,1318,770,523,391,350,0,0,151,0,103,20,0,30,134,0,2958,16,53,0,0,683,0,67,0,54.947,15.616,5.252,3.819,9.39,0,1.912,1.117,0.759,0.567,0.508,0,0,0.219,0,0.149,0.029,0,0.044,0.194,0,4.29,0.023,0.077,0,0,0.991,0,0.097,0,72.5043256628366,"West"
"09161","Ingolstadt","131002",90203,55942,55483,0,10751,3025,2654,4246,27991,1214,397,362,298,672,0,18,0,430,0,4,69,10,0,0,2093,0,38,0,88,1059,0,64,0,0,19.377,5.452,4.783,7.653,50.45,2.188,0.716,0.652,0.537,1.211,0,0.032,0,0.775,0,0.007,0.124,0.018,0,0,3.772,0,0.068,0,0.159,1.909,0,0.115,0,62.0178929747348,"West"
"09162","München","1429584",917148,653205,650216,0,155522,50130,29872,91401,245767,16353,2550,4506,1114,6307,0,186,0,4225,0,210,892,268,0,0,29244,0,506,0,949,9673,0,541,0,0,23.919,7.71,4.594,14.057,37.798,2.515,0.392,0.693,0.171,0.97,0,0.029,0,0.65,0,0.032,0.137,0.041,0,0,4.498,0,0.078,0,0.146,1.488,0,0.083,0,71.2213296000209,"West"
"09163","Rosenheim","60889",41491,26904,26708,0,4758,1363,1051,2495,12910,605,123,208,341,362,0,4,0,396,0,12,33,6,0,0,1406,0,13,0,50,534,0,38,0,0,17.815,5.103,3.935,9.342,48.338,2.265,0.461,0.779,1.277,1.355,0,0.015,0,1.483,0,0.045,0.124,0.022,0,0,5.264,0,0.049,0,0.187,1.999,0,0.142,0,64.8429779952279,"West"
"09171","Altötting","107465",82824,55235,54743,0,8988,2131,1670,3142,31675,950,306,331,277,560,0,17,0,602,0,86,215,9,0,0,2210,0,42,0,119,1339,0,74,0,0,16.419,3.893,3.051,5.74,57.861,1.735,0.559,0.605,0.506,1.023,0,0.031,0,1.1,0,0.157,0.393,0.016,0,0,4.037,0,0.077,0,0.217,2.446,0,0.135,0,66.6896068772337,"West"
"09172","Berchtesgadener Land","102976",74581,49948,49497,0,7241,2153,1430,4087,28797,711,273,310,372,623,0,10,0,457,0,8,67,5,0,0,1785,0,21,0,58,1041,0,48,0,0,14.629,4.35,2.889,8.257,58.179,1.436,0.552,0.626,0.752,1.259,0,0.02,0,0.923,0,0.016,0.135,0.01,0,0,3.606,0,0.042,0,0.117,2.103,0,0.097,0,66.971480672021,"West"
"09173","Bad Tölz-Wolfratshausen","123340",91686,65738,65211,0,9378,3600,1849,5387,34821,1042,315,465,162,733,0,17,0,1147,0,13,183,10,0,0,3643,0,64,0,86,2210,0,86,0,0,14.381,5.521,2.835,8.261,53.397,1.598,0.483,0.713,0.248,1.124,0,0.026,0,1.759,0,0.02,0.281,0.015,0,0,5.586,0,0.098,0,0.132,3.389,0,0.132,0,71.6990598346531,"West"
"09174","Dachau","146279",101801,75685,75172,0,12650,3355,2209,5521,40428,1302,372,530,259,1019,0,24,0,1040,0,12,81,30,0,0,3908,0,60,0,108,2208,0,56,0,0,16.828,4.463,2.939,7.344,53.781,1.732,0.495,0.705,0.345,1.356,0,0.032,0,1.383,0,0.016,0.108,0.04,0,0,5.199,0,0.08,0,0.144,2.937,0,0.074,0,74.3460280350881,"West"
"09175","Ebersberg","134873",96389,74186,73706,0,13378,4293,2080,7039,36838,1349,268,505,247,866,0,76,0,1047,0,16,84,6,0,0,3698,0,48,0,118,1700,0,50,0,0,18.15,5.824,2.822,9.55,49.98,1.83,0.364,0.685,0.335,1.175,0,0.103,0,1.421,0,0.022,0.114,0.008,0,0,5.017,0,0.065,0,0.16,2.306,0,0.068,0,76.9652138729523,"West"
"09176","Eichstätt","127189",95946,71570,70952,0,12222,2586,2074,4021,40940,1106,627,403,247,966,0,27,0,847,0,6,68,9,0,0,2380,0,33,0,104,2215,0,71,0,0,17.226,3.645,2.923,5.667,57.701,1.559,0.884,0.568,0.348,1.361,0,0.038,0,1.194,0,0.008,0.096,0.013,0,0,3.354,0,0.047,0,0.147,3.122,0,0.1,0,74.5940424822296,"West"
"09177","Erding","131839",95996,69440,68991,0,10292,3029,2098,5548,36012,1262,339,524,805,1110,0,43,0,1130,0,15,87,19,0,0,3697,0,44,0,129,2743,0,65,0,0,14.918,4.39,3.041,8.042,52.198,1.829,0.491,0.76,1.167,1.609,0,0.062,0,1.638,0,0.022,0.126,0.028,0,0,5.359,0,0.064,0,0.187,3.976,0,0.094,0,72.3363473478062,"West"
"09178","Freising","170357",119336,87129,86480,0,13972,4085,2961,9932,41432,1912,577,671,242,1074,0,34,0,1056,0,14,109,18,0,0,4539,0,57,0,162,3551,0,82,0,0,16.156,4.724,3.424,11.485,47.909,2.211,0.667,0.776,0.28,1.242,0,0.039,0,1.221,0,0.016,0.126,0.021,0,0,5.249,0,0.066,0,0.187,4.106,0,0.095,0,73.0114969497888,"West"
"09179","Fürstenfeldbruck","210278",153984,116280,115604,0,22666,6244,3642,11390,55729,2375,548,900,287,1085,0,39,0,1090,0,13,162,10,0,0,6083,0,103,0,174,2978,0,86,0,0,19.607,5.401,3.15,9.853,48.207,2.054,0.474,0.779,0.248,0.939,0,0.034,0,0.943,0,0.011,0.14,0.009,0,0,5.262,0,0.089,0,0.151,2.576,0,0.074,0,75.5143391521197,"West"
"09180","Garmisch-Partenkirchen","85931",65339,46430,46025,0,5653,2815,1191,3278,26025,545,230,361,71,834,0,20,0,1073,0,14,66,7,0,0,2514,0,36,0,73,1148,0,71,0,0,12.282,6.116,2.588,7.122,56.545,1.184,0.5,0.784,0.154,1.812,0,0.043,0,2.331,0,0.03,0.143,0.015,0,0,5.462,0,0.078,0,0.159,2.494,0,0.154,0,71.0601631491146,"West"
"09181","Landsberg am Lech","116118",87309,64966,64538,0,10293,3299,2076,6751,33467,1142,408,448,172,870,0,19,0,997,0,7,99,10,0,0,3045,0,47,0,110,1219,0,59,0,0,15.949,5.112,3.217,10.461,51.856,1.77,0.632,0.694,0.267,1.348,0,0.029,0,1.545,0,0.011,0.153,0.015,0,0,4.718,0,0.073,0,0.17,1.889,0,0.091,0,74.4092819755123,"West"
"09182","Miesbach","96773",72254,53003,52648,0,7540,3329,1291,3977,28681,672,244,361,150,579,0,18,0,851,0,15,90,5,0,0,3199,0,27,0,74,1498,0,47,0,0,14.322,6.323,2.452,7.554,54.477,1.276,0.463,0.686,0.285,1.1,0,0.034,0,1.616,0,0.028,0.171,0.009,0,0,6.076,0,0.051,0,0.141,2.845,0,0.089,0,73.3564923741246,"West"
